Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source
Euroclear,Bing API,https://www.arvopaperi.fi/porssitiedotteet/noticeto-theextraordinary-generalmeetingoftecnotree-corporation/0f0bcab9-db0f-5ca0-8db8-a50c411cb91d,b'Notice to the Extraordinary General Meeting of Tecnotree Corporation',b'The list of votes will be adopted according to the information provided by Euroclear Finland Ltd. 6. Authorizing the Board of Directors to decide on a directed issue The Company announced on 9 July 2021 by a separate stock exchange release that it is ...',b'The list of votes will be adopted according to the information provided by Euroclear Finland Ltd. 6. Authorizing the Board of Directors to decide on a directed issue The Company announced on 9 July 2021 by a separate stock exchange release that it is ...',positive,0.54,0.43,0.03,negative,0.01,0.39,0.6,True,English,"['Tecnotree Corporation', 'Euroclear Finland Ltd.', 'of Directors']","['Extraordinary General Meeting', 'Tecnotree Corporation', 'Notice', 'separate stock exchange release', 'Euroclear Finland Ltd.', 'The Company', 'list', 'votes', 'information', 'Board', 'Directors', 'issue', '9 July']",2021-07-09,arvopaperi.fi
Euroclear,Bing API,https://financialit.net/news/blockchain/liquidshare-and-partners-successfully-completed-central-bank-digital-currency,b'LiquidShare and Partners Successfully Completed the Central Bank Digital Currency Experiment with Banque de France',"b'As a whole, 15 entities and more than 45 participants, representing the entire ecosystem: investors, Euronext as marketplace, Euroclear France as Central Securities Depository, brokers, custodians (retail and institutional clients), interacted during two ...'","b'As a whole, 15 entities and more than 45 participants, representing the entire ecosystem: investors, Euronext as marketplace, Euroclear France as Central Securities Depository, brokers, custodians (retail and institutional clients), interacted during two ...'",neutral,0.03,0.97,0.0,neutral,0.01,0.94,0.05,True,English,"['LiquidShare', 'Central Bank', 'Banque de France', 'Euronext', 'Euroclear France', 'Central Securities Depository']","['Central Bank Digital Currency Experiment', 'Banque de France', 'LiquidShare', 'Partners', 'Central Securities Depository', 'entire ecosystem', 'institutional clients', '15 entities', '45 participants', 'investors', 'Euronext', 'marketplace', 'Euroclear', 'France', 'brokers', 'custodians', 'retail', 'two']",2021-07-08,financialit.net
Euroclear,Bing API,https://www.coindesk.com/bank-of-france-fifth-cbdc-experiment-bnp-paribas-euroclear,"b'Bank of France Carries Out Fifth CBDC Experiment With BNP Paribas, Euroclear'",b'The Bank of France said it carried out its fifth experiment with central bank digital currency (CBDC) in March with a number of investment banks such as BNP Paribas and the clearinghouse Euroclear.',b'The Bank of France said it carried out its fifth experiment with central bank digital currency (CBDC) in March with a number of investment banks such as BNP Paribas and the clearinghouse Euroclear.',neutral,0.01,0.97,0.02,neutral,0.02,0.95,0.03,True,English,"['Bank of France', 'BNP Paribas', 'Euroclear', 'Bank of France', 'BNP Paribas', 'Euroclear']","['Fifth CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear', 'central bank digital currency', 'The Bank', 'fifth experiment', 'investment banks', 'BNP Paribas', 'France', 'CBDC', 'March', 'number', 'clearinghouse', 'Euroclear']",2021-07-05,coindesk.com
Euroclear,Twitter API,Twitter,b'MULTI STEP PROGRAM FREE EUROCLEAR DELIVERY :$100M-$5B ASSET TYPE: Medium Term Note  MTN DURATION: 12 Months by Euro\xe2\x80\xa6',b'nan',b'MULTI STEP PROGRAM FREE EUROCLEAR DELIVERY :$100M-$5B ASSET TYPE: Medium Term Note  MTN DURATION: 12 Months by Euro\xe2\x80\xa6',neutral,0.06,0.94,0.0,neutral,0.06,0.94,0.0,True,English,[],"['Medium Term Note  MTN DURATION', 'MULTI STEP PROGRAM', '5B ASSET TYPE', 'EUROCLEAR DELIVERY', '12 Months', 'Medium Term Note  MTN DURATION', 'MULTI STEP PROGRAM', '5B ASSET TYPE', 'EUROCLEAR DELIVERY', '12 Months']",2021-07-11,Unknown
Euroclear,Twitter API,Twitter,"b'Bank of France Carries Out Fifth CBDC Experiment With BNP Paribas, Euroclear - CoinDesk'",b'nan',"b'Bank of France Carries Out Fifth CBDC Experiment With BNP Paribas, Euroclear - CoinDesk'",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,"['Bank of France', 'BNP Paribas', 'Euroclear', 'CoinDesk', 'Bank of France', 'BNP Paribas', 'Euroclear', 'CoinDesk']","['Fifth CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear', 'CoinDesk', 'Fifth CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear', 'CoinDesk']",2021-07-11,Unknown
Euroclear,Twitter API,Twitter,"b'Biden calls for tougher reviews of bank mergers, urges data portability  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Biden calls for tougher reviews of bank mergers, urges data portability  AAA Websites Euroclear,Fintech   regtech'",negative,0.0,0.08,0.92,negative,0.0,0.08,0.92,True,English,"['AAA', 'Euroclear', 'Fintech', 'AAA', 'Euroclear', 'Fintech']","['data portability  AAA Websites Euroclear', 'tougher reviews', 'bank mergers', 'Fintech   regtech', 'Biden', 'data portability  AAA Websites Euroclear', 'tougher reviews', 'bank mergers', 'Fintech   regtech', 'Biden']",2021-07-10,Unknown
Euroclear,Twitter API,Twitter,b'Chilean corporate debt securities are now euroclearable! EuroclearGroup  euroclear  preferredbusinesspartner\xe2\x80\xa6',b'nan',b'Chilean corporate debt securities are now euroclearable! EuroclearGroup  euroclear  preferredbusinesspartner\xe2\x80\xa6',negative,0.02,0.26,0.72,negative,0.02,0.26,0.72,True,English,"['EuroclearGroup', 'euroclear  preferredbusinesspartner', 'EuroclearGroup', 'euroclear  preferredbusinesspartner']","['Chilean corporate debt securities', 'EuroclearGroup  euroclear  preferredbusinesspartner', 'Chilean corporate debt securities', 'EuroclearGroup  euroclear  preferredbusinesspartner']",2021-07-09,Unknown
Euroclear,Twitter API,Twitter,b'We are pleased to announce that you can now hold and settle Chilean corporate debt in Euroclear Bank! Watch this\xe2\x80\xa6',b'nan',b'We are pleased to announce that you can now hold and settle Chilean corporate debt in Euroclear Bank! Watch this\xe2\x80\xa6',positive,0.77,0.11,0.12,positive,0.77,0.11,0.12,True,English,"['Euroclear Bank', 'Euroclear Bank']","['Chilean corporate debt', 'Euroclear Bank', 'Chilean corporate debt', 'Euroclear Bank']",2021-07-09,Unknown
Euroclear,Twitter API,Twitter,"b'Absa searching for new chief security officer as Bucchianeri says goodbye  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Absa searching for new chief security officer as Bucchianeri says goodbye  AAA Websites Euroclear,Fintech   regtech'",neutral,0.18,0.8,0.02,neutral,0.18,0.8,0.02,True,English,"['AAA', 'Fintech', 'regtech', 'AAA', 'Fintech', 'regtech']","['new chief security officer', 'goodbye  AAA Websites Euroclear', 'Fintech   regtech', 'Absa', 'Bucchianeri', 'new chief security officer', 'goodbye  AAA Websites Euroclear', 'Fintech   regtech', 'Absa', 'Bucchianeri']",2021-07-09,Unknown
Euroclear,Twitter API,Twitter,"b'Wells Fargo hires JPMorgan\xe2\x80\x99s Bei Ling as head of HR  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Wells Fargo hires JPMorgan\xe2\x80\x99s Bei Ling as head of HR  AAA Websites Euroclear,Fintech   regtech'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['Wells Fargo', 'JPMorgan', 'HR  AAA Websites', 'Fintech   regtech', 'Wells Fargo', 'JPMorgan', 'HR  AAA Websites', 'Fintech   regtech']","['HR  AAA Websites Euroclear', 'Wells Fargo', 'Bei Ling', 'Fintech   regtech', 'JPMorgan', 'head', 'HR  AAA Websites Euroclear', 'Wells Fargo', 'Bei Ling', 'Fintech   regtech', 'JPMorgan', 'head']",2021-07-08,Unknown
Euroclear,Twitter API,Twitter,"b'Bank of France Carries Out Fifth CBDC Experiment With BNP Paribas, Euroclear  via coindesk'",b'nan',"b'Bank of France Carries Out Fifth CBDC Experiment With BNP Paribas, Euroclear  via coindesk'",neutral,0.01,0.97,0.02,neutral,0.01,0.97,0.02,True,English,"['Bank of France', 'BNP Paribas', 'Euroclear', 'Bank of France', 'BNP Paribas', 'Euroclear']","['Fifth CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear', 'coindesk', 'Fifth CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear', 'coindesk']",2021-07-08,Unknown
Euroclear,Twitter API,Twitter,"b'Indian fintech Pine Labs secures $600m investment  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Indian fintech Pine Labs secures $600m investment  AAA Websites Euroclear,Fintech   regtech'",neutral,0.02,0.98,0.0,neutral,0.02,0.98,0.0,True,English,"['fintech', 'Pine Labs', 'AAA', 'Euroclear', 'Fintech   regtech', 'fintech', 'Pine Labs', 'AAA', 'Euroclear', 'Fintech   regtech']","['$600m investment  AAA Websites Euroclear', 'Indian fintech Pine Labs secures', 'Fintech   regtech', '$600m investment  AAA Websites Euroclear', 'Indian fintech Pine Labs secures', 'Fintech   regtech']",2021-07-08,Unknown
Euroclear,Twitter API,Twitter,"b'We would like to wish all of our clients a nice summer\xf0\x9f\x8c\x9e! See below summer greetings from Euroclear Sweden CEO, Roge\xe2\x80\xa6'",b'nan',"b'We would like to wish all of our clients a nice summer\xf0\x9f\x8c\x9e! See below summer greetings from Euroclear Sweden CEO, Roge\xe2\x80\xa6'",positive,1.0,0.0,0.0,positive,1.0,0.0,0.0,True,English,"['Euroclear Sweden', 'Euroclear Sweden']","['Euroclear Sweden CEO', 'nice summer', 'summer greetings', 'clients', 'Roge', 'Euroclear Sweden CEO', 'nice summer', 'summer greetings', 'clients', 'Roge']",2021-07-08,Unknown
Euroclear,Twitter API,Twitter,"b'Tales of longing and belonging  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Tales of longing and belonging  AAA Websites Euroclear,Fintech   regtech'",neutral,0.05,0.94,0.01,neutral,0.05,0.94,0.01,True,English,"['AAA', 'Euroclear', 'Fintech   regtech', 'AAA', 'Euroclear', 'Fintech   regtech']","['AAA Websites Euroclear', 'Fintech   regtech', 'Tales', 'longing', 'AAA Websites Euroclear', 'Fintech   regtech', 'Tales', 'longing']",2021-07-08,Unknown
Euroclear,Twitter API,Twitter,"b'Bank of  France Carries Out Fifth  CBDC Experiment With BNP Paribas, Euroclear'",b'nan',"b'Bank of  France Carries Out Fifth  CBDC Experiment With BNP Paribas, Euroclear'",neutral,0.01,0.97,0.02,neutral,0.01,0.97,0.02,True,English,"['Bank of  France', 'BNP Paribas', 'Euroclear', 'Bank of  France', 'BNP Paribas', 'Euroclear']","['Fifth  CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear', 'Fifth  CBDC Experiment', 'BNP Paribas', 'Bank', 'France', 'Euroclear']",2021-07-07,Unknown
Bank of America,Google API,https://bitcoinist.com/bank-of-america-forms-crypto-research-team/,b'Bank of America Forms Crypto Research Team',"b'Bank of America is the latest in a long line of US banking giants to play big on the cryptocurrency ecosystem. JP Morgan, Goldman Sachs, BNY Mellon, and a ...'","b'Bank of America is the latest in a long line of US banking giants to play big on the cryptocurrency ecosystem. JP Morgan, Goldman Sachs, BNY Mellon, and a ...'",neutral,0.01,0.99,0.0,neutral,0.05,0.94,0.01,True,English,,,2021-07-09,bitcoinist.com
Bank of America,Google API,https://www.ledgerinsights.com/bank-of-america-to-start-cryptocurrency-research/,b'Bank of America to start cryptocurrency research',b'Yesterday Bloomberg reported on a Bank of America internal memo that states the bank is setting up a research team focused on cryptocurrencies and digital ...',b'Yesterday Bloomberg reported on a Bank of America internal memo that states the bank is setting up a research team focused on cryptocurrencies and digital ...',neutral,0.06,0.91,0.03,negative,0.0,0.48,0.52,True,English,,,2021-07-09,ledgerinsights.com
Bank of America,Google API,https://www.cnbc.com/2021/07/08/stocks-making-the-biggest-moves-in-the-premarket-bank-of-america-didi-alphabet-and-more.html,"b'Stocks making the biggest moves in the premarket: Bank of America, Didi, Alphabet and more'","b'Shares of JPMorgan Chase slipped 2.6%, while Bank of America dropped 2.9%. Banks and other financials are typically viewed as cyclical stocks whose ...'","b'Shares of JPMorgan Chase slipped 2.6%, while Bank of America dropped 2.9%. Banks and other financials are typically viewed as cyclical stocks whose ...'",neutral,0.06,0.93,0.01,neutral,0.02,0.88,0.1,True,English,,,2021-07-08,cnbc.com
Bank of America,Google API,https://www.nasdaq.com/articles/bank-of-america-earnings-preview%3A-heres-what-to-watch-for-2021-07-08,b'Bank of America Earnings Preview: Here\xe2\x80\x99s What To Watch For',"b""Ahead of the second-quarter earnings report, Bank of America has unveiled a new digital investment advisory program. Personal Retirement Strategy is the bank's ...""","b""Ahead of the second-quarter earnings report, Bank of America has unveiled a new digital investment advisory program. Personal Retirement Strategy is the bank's ...""",neutral,0.05,0.91,0.04,neutral,0.03,0.96,0.01,True,English,,,2021-07-08,nasdaq.com
Bank of America,Google API,https://www.fxempire.com/forecasts/article/concerns-over-slow-economic-recovery-causes-jpmorgan-and-bank-of-america-stocks-to-slip-750913,b'Concerns Over Slow Economic Recovery Causes JPMorgan ...',b'The shares of Bank of America and JPMorgan Chase dipped earlier today following concerns amongst investors about the slow pace of economic recovery in ...',b'The shares of Bank of America and JPMorgan Chase dipped earlier today following concerns amongst investors about the slow pace of economic recovery in ...',negative,0.04,0.19,0.77,neutral,0.11,0.54,0.35,True,English,,,2021-07-08,fxempire.com
Bank of America,Google API,https://calmatters.org/newsletters/whatmatters/2021/07/edd-bank-of-america/,b'California\xe2\x80\x99s unemployment fiasco takes surprising turn: Bank of America wants out',"b""The bank said it received 230,000 claims of debit card fraud from October 2020 through March 2021. Bank of America's desire to end the contract is striking, given ...""","b""The bank said it received 230,000 claims of debit card fraud from October 2020 through March 2021. Bank of America's desire to end the contract is striking, given ...""",negative,0.0,0.03,0.97,negative,0.0,0.0,1.0,True,English,,,2021-07-08,calmatters.org
Bank of America,Google API,https://wehoville.com/2021/07/10/long-lines-tensions-boil-at-bank-of-america-after-bank-consolidates-its-west-hollywood-branches/,b'Tensions boil over at Bank of America after branch closures lead to long waits.',"b'Frustrated customers pulled up chairs, leaned on couches, and waited up to 45 minutes at the Bank of America located at 8921 Santa Monica Blvd. which hosted ...'","b'Frustrated customers pulled up chairs, leaned on couches, and waited up to 45 minutes at the Bank of America located at 8921 Santa Monica Blvd. which hosted ...'",neutral,0.01,0.85,0.14,negative,0.0,0.0,1.0,True,English,,,2021-07-11,wehoville.com
Bank of America,Google API,https://www.efinancialcareers.com/news/2021/07/millennium-management-paris,b'Hedge fund Millennium poached a Bank of America MD in Paris',"b'... ex-bank to trader to turn up at a hedge fund is Gr\xc3\xa9goire Thomas, the former Paris-based head of equity synthetics and securities lending at Bank of America.'","b'... ex-bank to trader to turn up at a hedge fund is Gr\xc3\xa9goire Thomas, the former Paris-based head of equity synthetics and securities lending at Bank of America.'",neutral,0.01,0.99,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-05,efinancialcareers.com
Bank of America,Google API,https://www.wspa.com/news/firefighters-battle-fire-at-bank-of-america-in-greenville/,b'Firefighters battle fire at Bank of America in Greenville',b'(WSPA) \xe2\x80\x93 Greenville City Fire Department responded to a fire at a Bank of America along Augusta Street Tuesday afternoon. The bank is located at 1927 Augusta ...',b'(WSPA) \xe2\x80\x93 Greenville City Fire Department responded to a fire at a Bank of America along Augusta Street Tuesday afternoon. The bank is located at 1927 Augusta ...',negative,0.07,0.3,0.63,neutral,0.0,1.0,0.0,True,English,,,2021-07-06,wspa.com
Bank of America,PyNews API,https://markets.businessinsider.com/news/stocks/stock-market-outlook-bank-america-five-ps-stock-price-commodities-2021-07,"b""The S&P 500 could drop sharply in the 3rd quarter as the '5 P's' pressure markets, Bank of America says""","b'The first half of the year has brought good news for many assets, but the boom times could use a ""breather,"" Bank of America analysts wrote.'","b'REUTERS/Lisi Niesner\rBank of America is anticipating a preemptive slowdown in the third quarter as investors fearing the ""five P\'s"" pull back across asset classes, analysts wrote in a note.\rThe fir\xe2\x80\xa6 [+2083 chars]'",neutral,0.0,0.7,0.3,negative,0.0,0.02,0.98,True,English,,,2021-07-10,markets.businessinsider.com
Bank of America,PyNews API,https://www.thedailybeast.com/american-banker-jailed-in-hong-kong-for-trying-to-be-a-good-samaritan?source=articles&via=rss,b'American Banker Jailed in Hong Kong for Trying to Be a Good Samaritan',"b'Tyrone Siu via ReutersWhen Samuel Bickett, a former Bank of America compliance director, saw a man with a retractable baton confronting a teenager in a...'","b'When Samuel Bickett, a former Bank of America compliance director, saw a man with a retractable baton confronting a teenager in a subway station in Hong Kong in 2019, he assumed he had stumbled on an\xe2\x80\xa6 [+1516 chars]'",positive,0.56,0.04,0.4,negative,0.0,0.04,0.96,True,English,,,2021-07-10,thedailybeast.com
Bank of America,PyNews API,https://markets.businessinsider.com/news/stocks/stock-market-outlook-value-growth-stocks-cycle-bank-of-america-2021-07,"b'Value stocks will beat growth names for the rest of 2021 as the market is just a third of the way through the value cycle, Bank of America says'","b'In the first six months of 2021, value beat growth, as the Russell 1000 Value index outstripped the equivalent growth index by 3.3 percentage points.'","b'Entrance into an office building on Wall Street\rShannon Stapleton/Reuters\rValue stocks are positioned to outperform growth names as a multi-year ""value cycle"" is underway, Bank of America analysts \xe2\x80\xa6 [+1351 chars]'",positive,0.67,0.17,0.16,neutral,0.09,0.91,0.0,True,English,,,2021-07-10,markets.businessinsider.com
Bank of America,PyNews API,https://www.reuters.com/business/finance/us-banks-see-big-jump-2q-profits-before-results-return-normal-2021-07-08/,b'U.S. banks to see big jump in 2Q profits before results return to normal - Reuters',"b'With feared pandemic loan losses failing to materialize, most big U.S. banks are expected to report a stunning rebound in quarterly profits next week even as trading income slumps and lending revenue stalls on low interest rates and weak demand.'","b'With feared pandemic loan losses failing to materialize, most big U.S. banks are expected to report a stunning rebound in quarterly profits next week even as trading income slumps and lending revenue stalls on low interest rates and weak demand.'",neutral,0.02,0.89,0.09,negative,0.0,0.0,1.0,True,English,,,2021-07-10,reuters.com
Bank of America,PyNews API,https://www.reuters.com/article/usa-banks-results-preview-idUSL2N2OI23B,b'PREVIEW-U.S. banks to see big jump in 2Q profits before results return to normal - Reuters',"b'With feared pandemic loan losses failing to materialize, most big U.S. banks are expected to report a stunning rebound in quarterly profits next week even as trading income slumps and lending revenue stalls on low interest rates and weak demand.'","b'With feared pandemic loan losses failing to materialize, most big U.S. banks are expected to report a stunning rebound in quarterly profits next week even as trading income slumps and lending revenue stalls on low interest rates and weak demand.'",neutral,0.01,0.9,0.09,negative,0.0,0.0,1.0,True,English,,,2021-07-10,reuters.com
Bank of America,Bing API,https://www.barrons.com/articles/stocks-for-investors-to-watch-this-week-51625883421,"b""Barron's""","b'Second-quarter earnings season begins this week with results from JPMorgan Chase, Goldman Sachs, Bank of America, Morgan Stanley, Delta Air Lines, TSMC, PepsiCo, UnitedHealth, and many more.'","b'Second-quarter earnings season begins this week with results from JPMorgan Chase, Goldman Sachs, Bank of America, Morgan Stanley, Delta Air Lines, TSMC, PepsiCo, UnitedHealth, and many more.'",neutral,0.2,0.75,0.05,neutral,0.0,0.99,0.01,True,English,,,2021-07-11,barrons.com
Bank of America,Bing API,https://www.msn.com/en-us/money/markets/get-ready-for-peak-earnings-growth-as-second-quarter-results-kick-off-this-week/ar-AALWj5K,b'Get ready for peak earnings growth as second-quarter results kick off this week',"b'After setting the tone for the past 15 months, earnings at the big U.S. public banks are expected to surge about 204% in the second quarter from the doldrums of a year ago, according to BofA Global analysts.'","b'After setting the tone for the past 15 months, earnings at the big U.S. public banks are expected to surge about 204% in the second quarter from the doldrums of a year ago, according to BofA Global analysts.'",positive,0.6,0.28,0.12,neutral,0.01,0.92,0.07,True,English,,,2021-07-11,msn.com
Bank of America,Twitter API,Twitter,"b'Or, with Bank Of America centrally running our our debt fuelled economy + UK inside our health system, it appears t\xe2\x80\xa6'",b'nan',"b'Or, with Bank Of America centrally running our our debt fuelled economy + UK inside our health system, it appears t\xe2\x80\xa6'",negative,0.0,0.06,0.94,negative,0.0,0.06,0.94,True,English,,,2021-07-11,Unknown
