Searchword,Searchword_ID,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source,key
Euroclear,0,Twitter,Twitter,"XBRL News from the British isles with KIDs  AAA Websites Euroclear,Fintech   regtech",,"XBRL News from the British isles with KIDs  AAA Websites Euroclear,Fintech   regtech",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,"['XBRL', 'Euroclear', 'Fintech', 'XBRL', 'Euroclear', 'Fintech']","['KIDs  AAA Websites Euroclear', 'XBRL News', 'British isles', 'Fintech   regtech', 'KIDs  AAA Websites Euroclear', 'XBRL News', 'British isles', 'Fintech   regtech']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"Fintech start-up Nude launches new finance app to help first-time buyers  AAA Websites Euroclear,Fintech   regtech",,"Fintech start-up Nude launches new finance app to help first-time buyers  AAA Websites Euroclear,Fintech   regtech",neutral,0.03,0.97,0.0,neutral,0.03,0.97,0.0,True,English,"['Fintech', 'Nude', 'Fintech', 'Fintech', 'Nude', 'Fintech']","['first-time buyers  AAA Websites Euroclear', 'new finance app', 'Fintech start-up Nude', 'Fintech   regtech', 'first-time buyers  AAA Websites Euroclear', 'new finance app', 'Fintech start-up Nude', 'Fintech   regtech']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,MULTI STEP PROGRAM FREE EUROCLEAR DELIVERY :$100M-$5B ASSET TYPE: Medium Term Note  MTN DURATION: 12 Months by Euro…,,MULTI STEP PROGRAM FREE EUROCLEAR DELIVERY :$100M-$5B ASSET TYPE: Medium Term Note  MTN DURATION: 12 Months by Euro…,neutral,0.06,0.94,0.0,neutral,0.06,0.94,0.0,True,English,[],"['Medium Term Note  MTN DURATION', 'MULTI STEP PROGRAM', '5B ASSET TYPE', 'EUROCLEAR DELIVERY', '12 Months', 'Medium Term Note  MTN DURATION', 'MULTI STEP PROGRAM', '5B ASSET TYPE', 'EUROCLEAR DELIVERY', '12 Months']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"Virgin Money Australia goes live on Temenos Banking Cloud  AAA Websites Euroclear,Fintech   regtech",,"Virgin Money Australia goes live on Temenos Banking Cloud  AAA Websites Euroclear,Fintech   regtech",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Virgin Money Australia', 'Temenos', 'Euroclear', 'Fintech', 'Virgin Money Australia', 'Temenos', 'Euroclear', 'Fintech']","['Temenos Banking Cloud  AAA Websites Euroclear', 'Virgin Money Australia', 'Fintech   regtech', 'Temenos Banking Cloud  AAA Websites Euroclear', 'Virgin Money Australia', 'Fintech   regtech']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"In his latest blog,  Stephan_Pouyat, Euroclear's Global Head of Capital Markets and Funds Services, shares with you…",,"In his latest blog,  Stephan_Pouyat, Euroclear's Global Head of Capital Markets and Funds Services, shares with you…",neutral,0.01,0.96,0.03,neutral,0.01,0.96,0.03,True,English,"['Euroclear', 'Euroclear']","['latest blog', 'Global Head', 'Capital Markets', 'Funds Services', 'Stephan_Pouyat', 'Euroclear', 'latest blog', 'Global Head', 'Capital Markets', 'Funds Services', 'Stephan_Pouyat', 'Euroclear']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"BlackRock to buy slice of 10x Future Technologies in £130m funding round  AAA Websites Euroclear,Fintech   regtech",,"BlackRock to buy slice of 10x Future Technologies in £130m funding round  AAA Websites Euroclear,Fintech   regtech",neutral,0.04,0.94,0.02,neutral,0.04,0.94,0.02,True,English,"['BlackRock', '10x', 'Future Technologies', 'AAA Websites Euroclear', 'Fintech', 'BlackRock', '10x', 'Future Technologies', 'AAA Websites Euroclear', 'Fintech']","['10x Future Technologies', 'AAA Websites Euroclear', 'Fintech   regtech', 'BlackRock', 'slice', '10x Future Technologies', 'AAA Websites Euroclear', 'Fintech   regtech', 'BlackRock', 'slice']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"Governance flaws are starting to hurt banks’ credit ratings  AAA Websites Euroclear,Fintech   regtech",,"Governance flaws are starting to hurt banks’ credit ratings  AAA Websites Euroclear,Fintech   regtech",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,"['AAA', 'Fintech', 'AAA', 'Fintech']","['banks’ credit ratings  AAA Websites Euroclear', 'Governance flaws', 'Fintech   regtech', 'banks’ credit ratings  AAA Websites Euroclear', 'Governance flaws', 'Fintech   regtech']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"Philippines grants digital banking licence to Unobank holding company  AAA Websites Euroclear,Fintech   regtech",,"Philippines grants digital banking licence to Unobank holding company  AAA Websites Euroclear,Fintech   regtech",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['Unobank', 'AAA Websites', 'Fintech', 'Unobank', 'AAA Websites', 'Fintech']","['Unobank holding company  AAA Websites Euroclear', 'digital banking licence', 'Fintech   regtech', 'Philippines', 'Unobank holding company  AAA Websites Euroclear', 'digital banking licence', 'Fintech   regtech', 'Philippines']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"Financial wellness platform Credit Sesame raises $51m to fuel expansion plans  AAA Websites Euroclear,Fintech…",,"Financial wellness platform Credit Sesame raises $51m to fuel expansion plans  AAA Websites Euroclear,Fintech…",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['Credit Sesame', 'AAA Websites', 'Euroclear', 'Fintech', 'Credit Sesame', 'AAA Websites', 'Euroclear', 'Fintech']","['Financial wellness platform', 'AAA Websites Euroclear', 'Credit Sesame', 'expansion plans', 'Fintech', 'Financial wellness platform', 'AAA Websites Euroclear', 'Credit Sesame', 'expansion plans', 'Fintech']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"The Underwriter’s Gambit Part 2: Algorithm-Led Advances in Complex and Specialty Risks  AAA Websites Euroclear,Fint…",,"The Underwriter’s Gambit Part 2: Algorithm-Led Advances in Complex and Specialty Risks  AAA Websites Euroclear,Fint…",negative,0.0,0.08,0.92,negative,0.0,0.08,0.92,True,English,"['AAA', 'Euroclear', 'Fint', 'AAA', 'Euroclear', 'Fint']","['Specialty Risks  AAA Websites', 'The Underwriter', 'Gambit Part', 'Led Advances', 'Algorithm', 'Complex', 'Specialty Risks  AAA Websites', 'The Underwriter', 'Gambit Part', 'Led Advances', 'Algorithm', 'Complex']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,Finance Ministry and Euroclear are discussing the applicability of capital gains tax on bond transactions settled o…,,Finance Ministry and Euroclear are discussing the applicability of capital gains tax on bond transactions settled o…,positive,0.69,0.28,0.03,positive,0.69,0.28,0.03,True,English,"['Finance Ministry', 'Euroclear', 'Finance Ministry', 'Euroclear']","['capital gains tax', 'Finance Ministry', 'bond transactions', 'Euroclear', 'applicability', 'capital gains tax', 'Finance Ministry', 'bond transactions', 'Euroclear', 'applicability']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,Pending tax issues have to be resolved before Euroclear can be given the green signal &amp; India can pave the way for…,,Pending tax issues have to be resolved before Euroclear can be given the green signal &amp; India can pave the way for…,neutral,0.35,0.47,0.18,neutral,0.35,0.47,0.18,True,English,"['Euroclear', 'Euroclear']","['Pending tax issues', 'green signal', 'Euroclear', 'amp', 'India', 'way', 'Pending tax issues', 'green signal', 'Euroclear', 'amp', 'India', 'way']",2021-06-10,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"The elephant in the room  AAA Websites Euroclear,Fintech   regtech",,"The elephant in the room  AAA Websites Euroclear,Fintech   regtech",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['AAA', 'Fintech   regtech', 'AAA', 'Fintech   regtech']","['AAA Websites Euroclear', 'Fintech   regtech', 'elephant', 'room', 'AAA Websites Euroclear', 'Fintech   regtech', 'elephant', 'room']",2021-06-09,Unknown,Euroclear
Euroclear,0,Twitter,Twitter,"Lawmakers aren’t ready to rubber-stamp Fed digital dollar  AAA Websites Euroclear,Fintech   regtech",,"Lawmakers aren’t ready to rubber-stamp Fed digital dollar  AAA Websites Euroclear,Fintech   regtech",neutral,0.0,0.98,0.02,neutral,0.0,0.98,0.02,True,English,"['Fed', 'Euroclear', 'Fintech', 'Fed', 'Euroclear', 'Fintech']","['Fed digital dollar  AAA Websites Euroclear', 'Fintech   regtech', 'Lawmakers', 'Fed digital dollar  AAA Websites Euroclear', 'Fintech   regtech', 'Lawmakers']",2021-06-09,Unknown,Euroclear
Clearstream,1,Google API,https://www.zawya.com/mena/en/press-releases/story/Clearstream_and_Edaa_open_connection_to_increase_international_investors_access_to_the_Saudi_capital_market-ZAWYA20210607122952/,Clearstream and Edaa open connection to increase international investors access to the Saudi capital market,Clearstream is the first ICSD to offer international investors access to the Saudi capital market. Its eligible clients will be allowed to access and trade on the Saudi ...,Clearstream is the first ICSD to offer international investors access to the Saudi capital market. Its eligible clients will be allowed to access and trade on the Saudi ...,neutral,0.01,0.97,0.02,neutral,0.02,0.96,0.02,True,English,"['Clearstream', 'Edaa', 'Clearstream']","['Saudi capital market', 'international investors', 'Clearstream', 'Edaa', 'connection', 'access', 'international investors access', 'Saudi capital market', 'first ICSD', 'eligible clients', 'Clearstream', 'trade']",2021-06-08,zawya.com,Euroclear
Clearstream,1,Google API,https://www.assetservicingtimes.com/assetservicesnews/industryarticle.php?article_id=11921&navigationaction=industrynews&newssection=industry,Clearstream and Edaa enhance access to the Saudi capital ...,"Clearstream, the post-trading services provider of Deutsche Boerse Group, is set to connect the Saudi capital market to its network through a linkage with the ...","Clearstream, the post-trading services provider of Deutsche Boerse Group, is set to connect the Saudi capital market to its network through a linkage with the ...",neutral,0.34,0.66,0.0,neutral,0.0,1.0,0.0,True,English,"['Clearstream', 'Edaa', 'Clearstream', 'Deutsche Boerse Group']","['Saudi capital', 'Clearstream', 'Edaa', 'access', 'post-trading services provider', 'Deutsche Boerse Group', 'Saudi capital market', 'Clearstream', 'network', 'linkage']",2021-06-09,assetservicingtimes.com,Euroclear
Clearstream,1,Google API,https://www.globalcustodian.com/clearstream-appoints-hsbc-to-open-csd-link-to-saudi-arabia/,Clearstream appoints HSBC to open CSD link to Saudi Arabia,Clearstream appoints HSBC to open CSD link to Saudi Arabia. The link will allow eligible international investors to hold Saudi fixed-income securities and ETFs ...,Clearstream appoints HSBC to open CSD link to Saudi Arabia. The link will allow eligible international investors to hold Saudi fixed-income securities and ETFs ...,neutral,0.03,0.94,0.03,neutral,0.01,0.97,0.02,True,English,"['Clearstream', 'HSBC', 'Clearstream', 'HSBC']","['Clearstream appoints', 'CSD link', 'Saudi Arabia', 'HSBC', 'eligible international investors', 'Saudi fixed-income securities', 'Saudi Arabia', 'Clearstream appoints', 'CSD link', 'HSBC', 'ETFs']",2021-06-08,globalcustodian.com,Euroclear
Clearstream,1,Google API,https://www.zawya.com/mena/en/markets/story/Global_bond_investors_get_new_path_to_25trln_Saudi_market-SNG_215695625,Global bond investors get new path to $2.5trln Saudi market,"Clearstream, the post-trading services provider of Deutsche Borse Group, will connect the Saudi capital market to its network after teaming up with the Securities ...","Clearstream, the post-trading services provider of Deutsche Borse Group, will connect the Saudi capital market to its network after teaming up with the Securities ...",neutral,0.02,0.98,0.0,neutral,0.0,1.0,0.0,True,English,"['Clearstream', 'Deutsche Borse Group']","['Global bond investors', 'new path', 'Saudi market', '$2.5trln', 'post-trading services provider', 'Deutsche Borse Group', 'Saudi capital market', 'Clearstream', 'network', 'Securities']",2021-06-08,zawya.com,Euroclear
Clearstream,1,Google API,https://www.arabnews.com/node/1869741/business-economy,Qatar's Commercial Bank to up stake in National Bank of ...,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Commercial Bank', 'National Bank of', 'Clearstream', 'International Central Securities Depository', 'ICSD']","['Commercial Bank', 'National Bank', 'Qatar', 'stake', 'first International Central Securities Depository', 'international investors access', 'Saudi capital market', 'Clearstream', 'ICSD']",2021-06-03,arabnews.com,Euroclear
Clearstream,1,Google API,https://www.moneyweb.co.za/mny_sens/hammerson-plc-hammerson-plc-announces-exercise-of-early-redemption-option/,HAMMERSON PLC – Hammerson plc announces exercise of ...,"Euroclear and Clearstream, Luxembourg. The Redemption Price will be calculated on the Relevant Record Date, being 5 July 2021, in accordance with Condition ...","Euroclear and Clearstream, Luxembourg. The Redemption Price will be calculated on the Relevant Record Date, being 5 July 2021, in accordance with Condition ...",neutral,0.0,0.99,0.01,neutral,0.03,0.95,0.02,True,English,"['HAMMERSON PLC', 'Hammerson plc', 'Euroclear', 'Clearstream']","['HAMMERSON PLC', 'exercise', 'The Redemption Price', 'Relevant Record Date', 'Euroclear', 'Clearstream', 'Luxembourg', 'accordance', 'Condition', '5']",2021-06-04,moneyweb.co.za,Euroclear
Clearstream,1,Google API,https://www.arabnews.com/node/1871871/business-economy,Abu Dhabi Investment Authority hires veteran software ...,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Abu Dhabi Investment Authority', 'Clearstream', 'International Central Securities Depository', 'ICSD']","['Abu Dhabi Investment Authority', 'veteran software', 'first International Central Securities Depository', 'international investors access', 'Saudi capital market', 'Clearstream', 'ICSD']",2021-06-07,arabnews.com,Euroclear
Clearstream,1,Google API,https://www.marketscreener.com/news/latest/Deufol-SE-Information-about-the-annual-general-meeting--35561460/,Deufol SE: Information about the annual general meeting,"Clearstream Banking1 will not block holdings at any time. After confirmation of the re-registration by the share register, securities of the registered holdings are ...","Clearstream Banking1 will not block holdings at any time. After confirmation of the re-registration by the share register, securities of the registered holdings are ...",neutral,0.1,0.64,0.26,neutral,0.02,0.92,0.06,True,English,"['Deufol SE', 'Clearstream Banking1']","['annual general meeting', 'Deufol SE', 'Information', 'Clearstream Banking1', 'share register', 'registered holdings', 'time', 'confirmation', 'registration', 'securities']",2021-06-09,marketscreener.com,Euroclear
Clearstream,1,Google API,https://www.arabnews.com/node/1869696/business-economy,"Saudi Arabia ranks first globally in govt, entrepreneurs ...",Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,neutral,0.01,0.98,0.01,neutral,0.01,0.99,0.0,True,English,"['Clearstream', 'International Central Securities Depository', 'ICSD']","['Saudi Arabia', 'govt', 'entrepreneurs', 'first International Central Securities Depository', 'international investors access', 'Saudi capital market', 'Clearstream', 'ICSD']",2021-06-03,arabnews.com,Euroclear
Clearstream,1,Google API,https://www.arabnews.com/node/1871456/business-economy,KSA takes lead in $250bn climate change drive,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,Clearstream is the first International Central Securities Depository (ICSD) to offer international investors access to the Saudi capital market — home to some of the ...,neutral,0.0,0.99,0.01,neutral,0.01,0.99,0.0,True,English,"['KSA', 'Clearstream', 'International Central Securities Depository', 'ICSD']","['$250bn climate change drive', 'KSA', 'lead', 'first International Central Securities Depository', 'international investors access', 'Saudi capital market', 'Clearstream', 'ICSD']",2021-06-06,arabnews.com,Euroclear
Clearstream,1,Twitter,Twitter,"Clearstream, Edaa to boost access to Saudi capital market",,"Clearstream, Edaa to boost access to Saudi capital market",positive,0.84,0.15,0.01,positive,0.84,0.15,0.01,True,English,"['Clearstream', 'Edaa', 'Clearstream', 'Edaa']","['Saudi capital market', 'Clearstream', 'Edaa', 'access', 'Saudi capital market', 'Clearstream', 'Edaa', 'access']",2021-06-09,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"Deutsche Bourse's Clearstream is connecting the Saudi capital market to its network, allowing international bond an…",,"Deutsche Bourse's Clearstream is connecting the Saudi capital market to its network, allowing international bond an…",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Deutsche Bourse', 'Clearstream', 'Deutsche Bourse', 'Clearstream']","['Saudi capital market', 'Deutsche Bourse', 'international bond', 'Clearstream', 'network', 'Saudi capital market', 'Deutsche Bourse', 'international bond', 'Clearstream', 'network']",2021-06-09,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"EtraAlex Nice blog, subscribed.🙂Have you looked into euroclear/clearstream being used to mediate PBOC's stealth in…",,"EtraAlex Nice blog, subscribed.🙂Have you looked into euroclear/clearstream being used to mediate PBOC's stealth in…",positive,0.9,0.06,0.04,positive,0.9,0.06,0.04,True,English,"['PBOC', 'PBOC']","['EtraAlex Nice blog', 'euroclear/clearstream', 'PBOC', 'stealth', 'EtraAlex Nice blog', 'euroclear/clearstream', 'PBOC', 'stealth']",2021-06-08,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,The linkage agreement was signed between EdaaKSA and Clearstream following to the SaudiCMA_En recent approval of…,,The linkage agreement was signed between EdaaKSA and Clearstream following to the SaudiCMA_En recent approval of…,neutral,0.03,0.89,0.08,neutral,0.03,0.89,0.08,True,English,"['EdaaKSA', 'Clearstream', 'SaudiCMA_En', 'EdaaKSA', 'Clearstream', 'SaudiCMA_En']","['linkage agreement', 'recent approval', 'EdaaKSA', 'Clearstream', 'linkage agreement', 'recent approval', 'EdaaKSA', 'Clearstream']",2021-06-08,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"Highlights on the linkage with Clearstream by Raed Alhumaid, CEO of EdaaKSA",,"Highlights on the linkage with Clearstream by Raed Alhumaid, CEO of EdaaKSA",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,"['Clearstream', 'EdaaKSA', 'Clearstream', 'EdaaKSA']","['Raed Alhumaid', 'Highlights', 'linkage', 'Clearstream', 'CEO', 'EdaaKSA', 'Raed Alhumaid', 'Highlights', 'linkage', 'Clearstream', 'CEO', 'EdaaKSA']",2021-06-07,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"The Securities Depository Center ( Edaa) said that Clearstream, a post-trading service provider for Deutsche Börse…",,"The Securities Depository Center ( Edaa) said that Clearstream, a post-trading service provider for Deutsche Börse…",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,"['Securities Depository Center', 'Edaa', 'Clearstream', 'Deutsche Börse', 'Securities Depository Center', 'Edaa', 'Clearstream', 'Deutsche Börse']","['The Securities Depository Center', 'post-trading service provider', 'Deutsche Börse', 'Edaa', 'Clearstream', 'The Securities Depository Center', 'post-trading service provider', 'Deutsche Börse', 'Edaa', 'Clearstream']",2021-06-07,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"Raed AlHumaid, CEO of Edaa, and Sam Riley, Head of Investors Services and Financing at Clearstream, signed a link…",,"Raed AlHumaid, CEO of Edaa, and Sam Riley, Head of Investors Services and Financing at Clearstream, signed a link…",neutral,0.02,0.94,0.04,neutral,0.02,0.94,0.04,True,English,"['Edaa', 'Clearstream', 'Edaa', 'Clearstream']","['Raed AlHumaid', 'Sam Riley', 'Investors Services', 'CEO', 'Edaa', 'Head', 'Financing', 'Clearstream', 'link', 'Raed AlHumaid', 'Sam Riley', 'Investors Services', 'CEO', 'Edaa', 'Head', 'Financing', 'Clearstream', 'link']",2021-06-07,Unknown,Euroclear
