Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source
JPMorgan Chase,Bing API,https://news.abplive.com/topic/jpmorgan-chase-co,b'JPMORGAN CHASE CO',"b""President Kovind, PM Modi Congratulate Nishad Kumar\xe2\x80\x99s Silver Medal Win In Tokyo Paralympics 2020 Haryana CM Khattar Defends Lathicharge On Farmers, Chautala Condemns SDM's 'Crack The Head' Statement Rakesh Tikait Condemns Karnal SDM\xe2\x80\x99s \xe2\x80\x98Crack The Head ...""","b""President Kovind, PM Modi Congratulate Nishad Kumar\xe2\x80\x99s Silver Medal Win In Tokyo Paralympics 2020 Haryana CM Khattar Defends Lathicharge On Farmers, Chautala Condemns SDM's 'Crack The Head' Statement Rakesh Tikait Condemns Karnal SDM\xe2\x80\x99s \xe2\x80\x98Crack The Head ...""",neutral,0.05,0.91,0.04,negative,0.0,0.02,0.98,True,English,,,2021-08-29,news.abplive.com
JPMorgan Chase,Bing API,https://www.freepressjournal.in/business/lic-ipo-goldman-sachs-j-p-morgan-chase-among-10-merchant-bankers-to-manage-public-offer,"b'LIC IPO: Goldman Sachs, J P Morgan Chase among 10 merchant bankers to manage public offer'","b'""Goldman Sachs Group Inc, JPMorgan Chase & Co, ICICI Securities Ltd, Kotak Mahindra Capital Co, JM Financial Ltd, Citigroup Inc and Nomura Holdings Inc are among the 10 BRLMs that have been shortlisted,"" an official said. With the merchant bankers in place ...'","b'""Goldman Sachs Group Inc, JPMorgan Chase & Co, ICICI Securities Ltd, Kotak Mahindra Capital Co, JM Financial Ltd, Citigroup Inc and Nomura Holdings Inc are among the 10 BRLMs that have been shortlisted,"" an official said. With the merchant bankers in place ...'",neutral,0.0,0.99,0.01,neutral,0.07,0.92,0.01,True,English,,,2021-08-29,freepressjournal.in
JPMorgan Chase,Twitter API,Twitter,"b'Senior Automated Test Engineer with Java \xe2\x80\x93 JPMorgan Chase Bank, N.A. \xe2\x80\x93 Chicago, IL'",b'nan',"b'Senior Automated Test Engineer with Java \xe2\x80\x93 JPMorgan Chase Bank, N.A. \xe2\x80\x93 Chicago, IL'",neutral,0.02,0.93,0.05,neutral,0.02,0.93,0.05,True,English,,,2021-08-29,Unknown
JPMorgan Chase,Twitter API,Twitter,b'SusanStJames3_ I have also had a great deal of trouble withChase/JPMorgan; they think that they have \xe2\x80\x9cfiduciary resp\xe2\x80\xa6',b'nan',b'SusanStJames3_ I have also had a great deal of trouble withChase/JPMorgan; they think that they have \xe2\x80\x9cfiduciary resp\xe2\x80\xa6',positive,0.93,0.01,0.06,positive,0.93,0.01,0.06,True,English,,,2021-08-29,Unknown
JPMorgan Chase,Twitter API,Twitter,"b'Top story: Cargo ship owned by JPMorgan Chase seized by US with 20 tons of cocaine  - CNN ,\xe2\x80\xa6'",b'nan',"b'Top story: Cargo ship owned by JPMorgan Chase seized by US with 20 tons of cocaine  - CNN ,\xe2\x80\xa6'",neutral,0.04,0.76,0.2,neutral,0.04,0.76,0.2,True,English,,,2021-08-29,Unknown
JPMorgan Chase,Twitter API,Twitter,b'Update: Cargo ship owned by JPMorgan Chase seized by US with 20 tons of cocaine  - CNN\xe2\x80\xa6',b'nan',b'Update: Cargo ship owned by JPMorgan Chase seized by US with 20 tons of cocaine  - CNN\xe2\x80\xa6',neutral,0.01,0.69,0.3,neutral,0.01,0.69,0.3,True,English,,,2021-08-29,Unknown
JPMorgan Chase,Twitter API,Twitter,b'Chase jpmorgan better watch their communist tactics. 73 million patriots might have an account with these clowns.\xe2\x80\xa6',b'nan',b'Chase jpmorgan better watch their communist tactics. 73 million patriots might have an account with these clowns.\xe2\x80\xa6',positive,0.89,0.05,0.06,positive,0.89,0.05,0.06,True,English,,,2021-08-29,Unknown
JPMorgan Chase,Twitter API,Twitter,"b'JPMorgan Chase, we see your lies!'",b'nan',"b'JPMorgan Chase, we see your lies!'",negative,0.01,0.01,0.98,negative,0.01,0.01,0.98,True,English,,,2021-08-29,Unknown
JPMorgan Chase,Twitter API,Twitter,"b'veraangie11 jpmorgan Chase How would anyone know, unless personal financial information was released, where priv\xe2\x80\xa6'",b'nan',"b'veraangie11 jpmorgan Chase How would anyone know, unless personal financial information was released, where priv\xe2\x80\xa6'",neutral,0.03,0.63,0.34,neutral,0.03,0.63,0.34,True,English,,,2021-08-29,Unknown
Deutsche Boerse,Google API,https://www.businesswire.com/news/home/20210823005162/en/Europe%E2%80%99s-First-Bitcoin-Futures-Based-on-ETC-Group%E2%80%99s-BTCetc-Physical-Bitcoin-to-List-on-Eurex-in-September,"b""Europe's First Bitcoin Futures, Based on ETC Group's BTCetc ...""","b""... which launched on Deutsche B\xc3\xb6rse XETRA in June 2020. ... BTCE's primary listing trades on Deutsche B\xc3\xb6rse's ETN trading segment since 18th June 2020.""","b""... which launched on Deutsche B\xc3\xb6rse XETRA in June 2020. ... BTCE's primary listing trades on Deutsche B\xc3\xb6rse's ETN trading segment since 18th June 2020.""",neutral,0.0,0.98,0.02,neutral,0.0,1.0,0.0,True,English,"['ETC Group', 'Deutsche Börse', 'BTCE', 'Deutsche Börse']","['First Bitcoin Futures', 'ETC Group', 'Europe', 'BTCetc', 'Deutsche Börse XETRA', 'primary listing trades', 'ETN trading segment', '18th June', 'BTCE']",2021-08-23,businesswire.com
Deutsche Boerse,Google API,https://todayuknews.com/crypto-currency/europe-prepares-for-first-bitcoin-futures-launch-amid-us-etf-stalemate/,b'Europe Prepares For First Bitcoin Futures Launch Amid US ETF Stalemate - Todayuknews',"b'Launched in June 2020 on Deutsche Boerse, there are now several crypto ETPs from the firm, three of which will also begin trading on the Wiener Boerse ...'","b'Launched in June 2020 on Deutsche Boerse, there are now several crypto ETPs from the firm, three of which will also begin trading on the Wiener Boerse ...'",neutral,0.0,1.0,0.0,neutral,0.0,0.99,0.01,True,English,"['Deutsche Boerse', 'Wiener Boerse']","['First Bitcoin Futures', 'US ETF Stalemate', 'Europe', 'Todayuknews', 'several crypto ETPs', 'Deutsche Boerse', 'Wiener Boerse', 'June', 'firm', 'trading']",2021-08-24,todayuknews.com
Deutsche Boerse,Google API,https://finance.yahoo.com/news/swiss-b2b-bank-incore-launches-110924697.html,b'Swiss B2B bank InCore launches new tokenisation tool using Tezos',b'Deutsche Boerse-backed crypto company Crypto Finance AG and Swiss business-to-business (B2B) bank InCore announced their partnership and introduced a new ...',b'Deutsche Boerse-backed crypto company Crypto Finance AG and Swiss business-to-business (B2B) bank InCore announced their partnership and introduced a new ...',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['InCore', 'Tezos', 'Deutsche Boerse', 'Crypto Finance AG', 'InCore']","['Swiss B2B bank', 'new tokenisation tool', 'InCore', 'Tezos', 'Deutsche Boerse-backed crypto company Crypto Finance AG', 'Swiss', 'business', 'B2B', 'bank', 'InCore', 'partnership', 'new']",2021-08-24,finance.yahoo.com
Deutsche Boerse,Google API,https://www.marketwatch.com/story/nasdaq-inc-stock-falls-thursday-still-outperforms-market-01630012259-f471079f14b4,"b'Nasdaq Inc. stock falls Thursday, still outperforms market'","b'... and Deutsche Boerse AG ADR DBOEY, -0.63% fell 0.63% to $17.32.true Trading volume (425,205) remained 316,975 below its 50-day average volume of 742,180.'","b'... and Deutsche Boerse AG ADR DBOEY, -0.63% fell 0.63% to $17.32.true Trading volume (425,205) remained 316,975 below its 50-day average volume of 742,180.'",positive,0.63,0.33,0.04,neutral,0.0,1.0,0.0,True,English,"['Nasdaq Inc.', 'Deutsche Boerse AG ADR DBOEY']","['Nasdaq Inc.', 'stock', 'market', 'Deutsche Boerse AG ADR DBOEY', 'true Trading volume', '50-day']",2021-08-26,marketwatch.com
Deutsche Boerse,Google API,https://www.marketwatch.com/story/nasdaq-inc-stock-underperforms-monday-when-compared-to-competitors-despite-daily-gains-01629753052-f123197d6df8,b'Nasdaq Inc. stock underperforms Monday when compared to competitors despite daily gains',"b'Cl A CME, +1.75% rose 1.75% to $201.84, and Deutsche Boerse AG ADR DBOEY, +0.06% rose 0.06% to $17.67. Trading volume (511,270) remained 252,233 below its 50- ...'","b'Cl A CME, +1.75% rose 1.75% to $201.84, and Deutsche Boerse AG ADR DBOEY, +0.06% rose 0.06% to $17.67. Trading volume (511,270) remained 252,233 below its 50- ...'",negative,0.22,0.03,0.75,neutral,0.0,1.0,0.0,True,English,"['Nasdaq Inc.', 'Cl A CME', 'Deutsche Boerse AG']","['Nasdaq Inc. stock', 'daily gains', 'competitors', 'Deutsche Boerse AG ADR DBOEY', 'Cl A CME', 'Trading volume']",2021-08-23,marketwatch.com
Deutsche Boerse,Google API,https://www.marketwatch.com/story/nasdaq-inc-stock-rises-friday-outperforms-market-01630098667-e78b5dfc34eb,"b'Nasdaq Inc. stock rises Friday, outperforms market'","b'Cl A CME, +0.26% rose 0.26% to $199.86, and Deutsche Boerse AG ADR DBOEY, +1.04% rose 1.04% to $17.50. Trading volume (359,568) remained 368,167 below its 50- ...'","b'Cl A CME, +0.26% rose 0.26% to $199.86, and Deutsche Boerse AG ADR DBOEY, +1.04% rose 1.04% to $17.50. Trading volume (359,568) remained 368,167 below its 50- ...'",neutral,0.17,0.82,0.01,neutral,0.0,1.0,0.0,True,English,"['Nasdaq Inc.', 'Cl A CME', 'Deutsche Boerse AG']","['Nasdaq Inc. stock', 'outperforms market', 'Deutsche Boerse AG ADR DBOEY', 'Cl A CME', 'Trading volume']",2021-08-27,marketwatch.com
Deutsche Boerse,Google API,https://www.marketwatch.com/story/nasdaq-inc-stock-outperforms-market-on-strong-trading-day-01629925854-1ad6c22641ee,b'Nasdaq Inc. stock outperforms market on strong trading day',"b'... and Deutsche Boerse AG ADR DBOEY, -0.63% fell 0.63% to $17.43. Trading volume (267,168) remained 486,915 below its 50-day average volume of 754,083.'","b'... and Deutsche Boerse AG ADR DBOEY, -0.63% fell 0.63% to $17.43. Trading volume (267,168) remained 486,915 below its 50-day average volume of 754,083.'",neutral,0.2,0.79,0.01,neutral,0.0,1.0,0.0,True,English,"['Nasdaq Inc.', 'Deutsche Boerse AG', 'DBOEY']","['stock outperforms market', 'strong trading day', 'Nasdaq Inc.', 'Deutsche Boerse AG ADR DBOEY', '50-day average volume', 'Trading volume']",2021-08-25,marketwatch.com
Deutsche Boerse,PyNews API,https://www.reuters.com/article/uk-europe-stocks-idUSKBN2FQ0IL,b'European stocks inch higher ahead of German business sentiment data - Reuters',"b'European stocks edged higher on Wednesday, with travel stocks rising for a fourth day, while markets globally were range-bound ahead of a policy update from the U.S. Federal Reserve later this week.'","b'By Reuters Staff\rFILE PHOTO: The German share price index (DAX) board is seen at the end of a trading day at the German stock exchange (Deutsche Boerse) in Frankfurt, Germany, February 12, 2019. REU\xe2\x80\xa6 [+1051 chars]'",neutral,0.01,0.98,0.01,neutral,0.01,0.99,0.0,True,English,"['Reuters', 'Reuters', 'share price index', 'Deutsche Boerse']","['German business sentiment data', 'European stocks', 'Reuters', 'German share price index', 'German stock exchange', 'By Reuters Staff', 'DAX) board', 'trading day', 'Deutsche Boerse', 'FILE', 'PHOTO', 'end', 'Frankfurt', 'Germany', '1051 chars']",2021-08-25,reuters.com
Deutsche Boerse,PyNews API,https://cointelegraph.com/news/swiss-b2b-bank-incore-launches-new-tokenization-tool-using-tezos,b'Swiss B2B bank InCore launches new tokenization tool using Tezos',b'Deutsche Boerse-backed digital asset firm Crypto Finance AG has partnered with Swiss B2B bank InCore and IT consulting firm Inacta to launch a new tokenization standard on Tezos.',b'Deutsche Boerse-backed digital asset firm Crypto Finance AG and Swiss business-to-business (B2B) transaction bank InCore are launching a new tokenization tool based on the Tezos blockchain.\rInCore B\xe2\x80\xa6 [+1560 chars]',neutral,0.0,1.0,0.0,neutral,0.0,0.99,0.01,True,English,"['InCore', 'Tezos', 'Deutsche Boerse', 'Crypto Finance AG', 'InCore']","['Swiss B2B bank', 'new tokenization tool', 'InCore', 'Tezos', 'Deutsche Boerse-backed digital asset firm Crypto Finance AG', 'B2B) transaction bank', 'new tokenization tool', 'Tezos blockchain', 'InCore B', 'Swiss', 'business', '560 chars']",2021-08-25,cointelegraph.com
Deutsche Boerse,Twitter API,Twitter,"b'SenfdaTzu same for this ""Or who still remembers the recent announcement by Deutsche B\xc3\xb6rse ""'",b'nan',"b'SenfdaTzu same for this ""Or who still remembers the recent announcement by Deutsche B\xc3\xb6rse ""'",neutral,0.04,0.92,0.04,neutral,0.04,0.92,0.04,True,English,"['Deutsche Börse', 'Deutsche Börse']","['Deutsche Börse', 'recent announcement', 'SenfdaTzu', 'Deutsche Börse', 'recent announcement', 'SenfdaTzu']",2021-08-29,Unknown
Deutsche Boerse,Twitter API,Twitter,"b'crease the quality of the DAX indices and align the DAX indices with international standards, the Deutsche Boerse h\xe2\x80\xa6'",b'nan',"b'crease the quality of the DAX indices and align the DAX indices with international standards, the Deutsche Boerse h\xe2\x80\xa6'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['DAX', 'Deutsche Boerse', 'DAX', 'Deutsche Boerse']","['DAX indices', 'international standards', 'Deutsche Boerse', 'quality', 'DAX indices', 'international standards', 'Deutsche Boerse', 'quality']",2021-08-29,Unknown
Deutsche Boerse,Twitter API,Twitter,"b'\xe2\x80\x9cThe Deutsche B\xc3\xb6rse Photography Prize is back for its 25th edition, with the exhibition of nominees now open at The\xe2\x80\xa6'",b'nan',"b'\xe2\x80\x9cThe Deutsche B\xc3\xb6rse Photography Prize is back for its 25th edition, with the exhibition of nominees now open at The\xe2\x80\xa6'",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,[],"['The Deutsche Börse Photography Prize', '25th edition', 'exhibition', 'nominees', 'The Deutsche Börse Photography Prize', '25th edition', 'exhibition', 'nominees']",2021-08-28,Unknown
Deutsche Boerse,Twitter API,Twitter,b'Deutsche B\xc3\xb6rse:The Central Securities Depositories Regulation ( CSDR) set out with the goal to make markets more st\xe2\x80\xa6',b'nan',b'Deutsche B\xc3\xb6rse:The Central Securities Depositories Regulation ( CSDR) set out with the goal to make markets more st\xe2\x80\xa6',neutral,0.02,0.97,0.01,neutral,0.02,0.97,0.01,True,English,"['Deutsche Börse', 'Central Securities Depositories', 'CSDR', 'Deutsche Börse', 'Central Securities Depositories', 'CSDR']","['The Central Securities Depositories Regulation', 'Deutsche Börse', 'CSDR', 'goal', 'markets', 'st', 'The Central Securities Depositories Regulation', 'Deutsche Börse', 'CSDR', 'goal', 'markets', 'st']",2021-08-27,Unknown
Deutsche Boerse,Twitter API,Twitter,b'Deutsche B\xc3\xb6rse Group has announced that its post-trade services provider Clearstream has obtained the CSDR licence\xe2\x80\xa6',b'nan',b'Deutsche B\xc3\xb6rse Group has announced that its post-trade services provider Clearstream has obtained the CSDR licence\xe2\x80\xa6',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['Deutsche Börse Group', 'Clearstream', 'Deutsche Börse Group', 'Clearstream']","['Deutsche Börse Group', 'post-trade services provider', 'Clearstream', 'Deutsche Börse Group', 'post-trade services provider', 'Clearstream']",2021-08-27,Unknown
Deutsche Boerse,Twitter API,Twitter,b'Trading today:Carrefour   16.20United Internet    34.65E.ON   10.70Acciona   131.51Naturgy    21.41Deutsche\xe2\x80\xa6',b'nan',b'Trading today:Carrefour   16.20United Internet    34.65E.ON   10.70Acciona   131.51Naturgy    21.41Deutsche\xe2\x80\xa6',neutral,0.01,0.97,0.02,neutral,0.01,0.97,0.02,True,English,"['Carrefour', 'Carrefour']","['20United Internet', 'Carrefour', '51Naturgy', '41Deutsche', '20United Internet', 'Carrefour', '51Naturgy', '41Deutsche']",2021-08-27,Unknown
Deutsche Boerse,Twitter API,Twitter,"b'September 9 in London, the winner of the Deutsche B\xc3\xb6rse Photography Foundation Prize 2021 will be announced \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5'",b'nan',"b'September 9 in London, the winner of the Deutsche B\xc3\xb6rse Photography Foundation Prize 2021 will be announced \xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5\xf0\x9f\x92\xa5'",neutral,0.1,0.9,0.0,neutral,0.1,0.9,0.0,True,English,[],"['Deutsche Börse Photography Foundation Prize', 'London', 'winner', 'Deutsche Börse Photography Foundation Prize', 'London', 'winner']",2021-08-26,Unknown
Deutsche Boerse,Twitter API,Twitter,b'OpenSaturday Last chance to see the  exhibitions \xf0\x9f\x93\xb7\xe2\x80\x9cRAY 2021. Ideologies \xe2\x80\x93 Us and Them\xe2\x80\x9d &amp; \xe2\x80\x9cDeutsche B\xc3\xb6rse Photograp\xe2\x80\xa6',b'nan',b'OpenSaturday Last chance to see the  exhibitions \xf0\x9f\x93\xb7\xe2\x80\x9cRAY 2021. Ideologies \xe2\x80\x93 Us and Them\xe2\x80\x9d &amp; \xe2\x80\x9cDeutsche B\xc3\xb6rse Photograp\xe2\x80\xa6',neutral,0.03,0.93,0.04,neutral,0.03,0.93,0.04,True,English,"['Deutsche Börse', 'Deutsche Börse']","['Deutsche Börse Photograp', 'OpenSaturday', 'exhibitions', 'RAY', 'Ideologies', 'Us', 'Them', 'amp', 'Deutsche Börse Photograp', 'OpenSaturday', 'exhibitions', 'RAY', 'Ideologies', 'Us', 'Them', 'amp']",2021-08-25,Unknown
Deutsche Boerse,Twitter API,Twitter,"b'The Switzerland-based B2B bank InCore, Deutsche B\xc3\xb6rse-backed Crypto Finance AG, and the consulting firm Inacta have\xe2\x80\xa6'",b'nan',"b'The Switzerland-based B2B bank InCore, Deutsche B\xc3\xb6rse-backed Crypto Finance AG, and the consulting firm Inacta have\xe2\x80\xa6'",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,"['InCore', 'Deutsche Börse', 'Crypto Finance AG', 'Inacta', 'InCore', 'Deutsche Börse', 'Crypto Finance AG', 'Inacta']","['Deutsche Börse-backed Crypto Finance AG', 'Switzerland-based B2B bank InCore', 'consulting firm', 'Inacta', 'Deutsche Börse-backed Crypto Finance AG', 'Switzerland-based B2B bank InCore', 'consulting firm', 'Inacta']",2021-08-25,Unknown
Deutsche Boerse,Twitter API,Twitter,b'Swiss B2B bank InCore launches new tokenization tool using TezosSentiment: PositiveDeutsche Boerse-backed digit\xe2\x80\xa6',b'nan',b'Swiss B2B bank InCore launches new tokenization tool using TezosSentiment: PositiveDeutsche Boerse-backed digit\xe2\x80\xa6',neutral,0.02,0.98,0.0,neutral,0.02,0.98,0.0,True,English,"['InCore', 'InCore']","['Swiss B2B bank', 'new tokenization tool', 'PositiveDeutsche Boerse-backed digit', 'InCore', 'TezosSentiment', 'Swiss B2B bank', 'new tokenization tool', 'PositiveDeutsche Boerse-backed digit', 'InCore', 'TezosSentiment']",2021-08-24,Unknown
Deutsche Boerse,Twitter API,Twitter,"b'CryptoFinanceAG, funded by Deutsche Boerse and  Swiss business-to-business bank  InCore have announced the upcomin\xe2\x80\xa6'",b'nan',"b'CryptoFinanceAG, funded by Deutsche Boerse and  Swiss business-to-business bank  InCore have announced the upcomin\xe2\x80\xa6'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['CryptoFinanceAG', 'Deutsche Boerse', 'InCore', 'CryptoFinanceAG', 'Deutsche Boerse', 'InCore']","['Deutsche Boerse', 'business bank', 'CryptoFinanceAG', 'Swiss', 'InCore', 'Deutsche Boerse', 'business bank', 'CryptoFinanceAG', 'Swiss', 'InCore']",2021-08-24,Unknown
Deutsche Boerse,Twitter API,Twitter,b'Deutsche Boerse-backed digital asset firm Crypto Finance AG has partnered with Swiss B2B bank InCore and IT consult\xe2\x80\xa6',b'nan',b'Deutsche Boerse-backed digital asset firm Crypto Finance AG has partnered with Swiss B2B bank InCore and IT consult\xe2\x80\xa6',neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Deutsche Boerse', 'Crypto Finance AG', 'InCore', 'Deutsche Boerse', 'Crypto Finance AG', 'InCore']","['Deutsche Boerse-backed digital asset firm Crypto Finance AG', 'Swiss B2B bank', 'IT consult', 'InCore', 'Deutsche Boerse-backed digital asset firm Crypto Finance AG', 'Swiss B2B bank', 'IT consult', 'InCore']",2021-08-24,Unknown
Nomura,Google API,https://www.abc.net.au/news/2021-08-26/japanese-yakuza-boss-sentenced-to-death-ordering-murder/100408284,b'Japanese yakuza boss Satoru Nomura sentenced to death for ordering murder',"b'Satoru Nomura, the 74-year-old head of the Kudo-kai crime syndicate in south-west Japan, denied accusations he had masterminded the violent assaults on ...'","b'Satoru Nomura, the 74-year-old head of the Kudo-kai crime syndicate in south-west Japan, denied accusations he had masterminded the violent assaults on ...'",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-08-25,abc.net.au
