Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source,key
Deutsche Bank,Google API,https://www.finews.asia/finance/34816-deutsche-bank-hit-by-expired-hong-kong-ipo-license,Deutsche Bank Hit by Expired Hong Kong IPO License,The license expiration marks a setback to the relaunch of Deutsche Bank's Asia equity capital markets (ECM) business after a restructuring in 2019 that saw Hong ...,The license expiration marks a setback to the relaunch of Deutsche Bank's Asia equity capital markets (ECM) business after a restructuring in 2019 that saw Hong ...,neutral,0.01,0.95,0.04,negative,0.0,0.06,0.94,True,English,,,2021-07-01,finews.asia,Deutsche Bank
Deutsche Bank,Google API,https://www.wsj.com/articles/deutsche-bank-suffers-hong-kong-ipo-setback-from-staffing-gap-11625055558,Deutsche Bank Suffers Hong Kong IPO Setback From Staffing Gap,"Deutsche Bank has hired two managing directors from other financial institutions who will start their roles in a matter of weeks, a spokeswoman for the bank said.","Deutsche Bank has hired two managing directors from other financial institutions who will start their roles in a matter of weeks, a spokeswoman for the bank said.",negative,0.0,0.0,1.0,neutral,0.01,0.95,0.04,True,English,,,2021-07-01,wsj.com,Deutsche Bank
Deutsche Bank,Google API,https://www.finews.com/news/english-news/46955-deutsche-bank-ubs-raoul-zehnder-wealth-management,Deutsche Bank Snags UBS Wealth Team,"Frankfurt-based Deutsche Bank is hiring Raoul Zehnder (pictured below), a Swiss banker specialized in ultra-rich clients, effective October 1, it said in an ...","Frankfurt-based Deutsche Bank is hiring Raoul Zehnder (pictured below), a Swiss banker specialized in ultra-rich clients, effective October 1, it said in an ...",positive,0.86,0.13,0.01,neutral,0.01,0.99,0.0,True,English,,,2021-07-06,finews.com,Deutsche Bank
Deutsche Bank,Google API,https://www.efinancialcareers.com/news/2021/07/deutsche-bank-18000-job-cuts,Remember: Deutsche Bank wants to cut 1000 jobs a quarter,"Deutsche Bank has become something of a Janus when it comes to hiring and firing. On one hand, it's cutting 250 jobs in Ireland under the strategic plan it ...","Deutsche Bank has become something of a Janus when it comes to hiring and firing. On one hand, it's cutting 250 jobs in Ireland under the strategic plan it ...",neutral,0.01,0.97,0.02,negative,0.0,0.04,0.96,True,English,,,2021-07-06,efinancialcareers.com,Deutsche Bank
Deutsche Bank,Google API,https://www.businesswire.com/news/home/20210701005853/en/Deutsche-Bank-Appointed-as-Depositary-Bank-for-the-Sponsored-American-Depositary-Receipt-Program-of-DingDong-Cayman-Limited,Deutsche Bank Appointed as Depositary Bank for the ...,"Deutsche Bank provides commercial and investment banking, retail banking, transaction banking and asset and wealth management products and services to ...","Deutsche Bank provides commercial and investment banking, retail banking, transaction banking and asset and wealth management products and services to ...",neutral,0.22,0.76,0.02,neutral,0.09,0.91,0.0,True,English,,,2021-07-02,businesswire.com,Deutsche Bank
Deutsche Bank,Google API,https://www.reuters.com/business/deutsche-bank-launches-indexes-track-21-emerging-market-currencies-2021-07-06/,Deutsche Bank launches indexes to track 21 emerging market ...,July 6 (Reuters) - German lender Deutsche Bank (DBKGn.DE) said on Tuesday it launched a new set of foreign exchange (FX) indexes to track 21 emerging ...,July 6 (Reuters) - German lender Deutsche Bank (DBKGn.DE) said on Tuesday it launched a new set of foreign exchange (FX) indexes to track 21 emerging ...,neutral,0.01,0.99,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-06,reuters.com,Deutsche Bank
Deutsche Bank,Google API,https://gulfbusiness.com/dubais-emirates-launches-new-payment-solution-in-partnership-with-deutsche-bank/,Dubai's Emirates launches new payment solution in ...,Dubai's Emirates launches new payment solution in partnership with Deutsche Bank. Emirates Pay is an alternative method for travellers to pay for air tickets ...,Dubai's Emirates launches new payment solution in partnership with Deutsche Bank. Emirates Pay is an alternative method for travellers to pay for air tickets ...,neutral,0.08,0.91,0.01,neutral,0.09,0.91,0.0,True,English,,,2021-07-05,gulfbusiness.com,Deutsche Bank
Deutsche Bank,Google API,https://www.afr.com/street-talk/deutsche-bank-s-glenn-morgan-elevated-to-ceo-australia-20210701-p585yf,Deutsche Bank's Glenn Morgan elevated to CEO Australia,"Deutsche Bank's local interim CEO, former equities trader Glenn Morgan, has been appointed to run the German bank's Australian business on a permanent ...","Deutsche Bank's local interim CEO, former equities trader Glenn Morgan, has been appointed to run the German bank's Australian business on a permanent ...",neutral,0.03,0.96,0.01,neutral,0.01,0.99,0.0,True,English,,,2021-07-01,afr.com,Deutsche Bank
Deutsche Bank,Google API,https://www.finews.asia/people/34837-deutsche-bank-hires-hsbc-private-bankers,Deutsche Bank Expands Wealth Unit with HSBC Trio,Deutsche Bank has hired three former HSBC executives to join its wealth management arm in Southeast Asia. Terence Leong joins Deutsche Bank as group ...,Deutsche Bank has hired three former HSBC executives to join its wealth management arm in Southeast Asia. Terence Leong joins Deutsche Bank as group ...,positive,0.62,0.38,0.0,neutral,0.16,0.83,0.01,True,English,,,2021-07-02,finews.asia,Deutsche Bank
Deutsche Bank,PyNews API,https://www.reuters.com/business/deutsche-banks-licence-sponsor-hong-kong-ipos-suspended-source-2021-06-30/,Deutsche Bank's licence to sponsor Hong Kong IPOs suspended - source - Reuters,"Deutsche Bank (DBKGn.DE) will be unable to sponsor initial public offerings (IPOs) in Hong Kong from July because it temporarily does not have sufficient licenced bankers, according to a person with direct knowledge of the matter.","Deutsche Bank (DBKGn.DE) will be unable to sponsor initial public offerings (IPOs) in Hong Kong from July because it temporarily does not have sufficient licenced bankers, according to a person with direct knowledge of the matter.",neutral,0.0,1.0,0.0,negative,0.0,0.01,0.99,True,English,,,2021-06-30,reuters.com,Deutsche Bank
Deutsche Bank,PyNews API,https://www.reuters.com/article/deutsche-bank-wealth-idUSL5N2OI39B,MOVES-Deutsche Bank hires five senior wealth managers from UBS - Reuters,"Deutsche Bank has hired a team of five wealth managers from UBS, as it seeks to build out its Swiss-based private banking business for wealthy British and Northern European customers.","By Reuters StaffZURICH, July 6 (Reuters) - Deutsche Bank has hired a team of five wealth managers from UBS, as it seeks to build out its Swiss-based private banking business for wealthy British and… [+995 chars]",neutral,0.1,0.9,0.0,neutral,0.03,0.97,0.0,True,English,,,2021-06-30,reuters.com,Deutsche Bank
Deutsche Bank,PyNews API,https://www.reuters.com/business/balance-risks-facing-global-economy-now-slightly-more-negative-deutsche-2021-07-06/,Balance of risks facing global economy now slightly more negative - Deutsche - Reuters,"The balance of risks facing the global economy are more negative than previously, given the global spread of the Delta variant of the COVID-19 pandemic and the reaction to the June Federal Reserve meeting, Deutsche Bank said on Tuesday.","The balance of risks facing the global economy are more negative than previously, given the global spread of the Delta variant of the COVID-19 pandemic and the reaction to the June Federal Reserve meeting, Deutsche Bank said on Tuesday.",negative,0.0,0.0,1.0,negative,0.0,0.0,1.0,True,English,,,2021-06-30,reuters.com,Deutsche Bank
Deutsche Bank,PyNews API,https://www.reuters.com/business/deutsche-bank-launches-indexes-track-21-emerging-market-currencies-2021-07-06/,Deutsche Bank launches indexes to track 21 emerging market currencies - Reuters,"German lender Deutsche Bank <a href="""" target=""_blank"">(DBKGn.DE)</a> said on Tuesday it launched a new set of foreign exchange (FX) indexes to track 21 emerging market (EM) currencies, indicating a growing relevance …","German lender Deutsche Bank <a href="""" target=""_blank"">(DBKGn.DE)</a> said on Tuesday it launched a new set of foreign exchange (FX) indexes to track 21 emerging market (EM) currencies, indicating a growing relevance …",neutral,0.0,1.0,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-06-30,reuters.com,Deutsche Bank
Deutsche Bank,PyNews API,https://www.reuters.com/business/moves-deutsche-bank-hires-five-senior-wealth-managers-ubs-2021-07-06/,MOVES Deutsche Bank hires five senior wealth managers from UBS - Reuters,"Deutsche Bank <a href="""" target=""_blank"">(DBKGn.DE)</a> has hired a team of five wealth managers from UBS <a href="""" target=""_blank"">(UBSG.S)</a>, as it seeks to build out its S…","Deutsche Bank <a href="""" target=""_blank"">(DBKGn.DE)</a> has hired a team of five wealth managers from UBS <a href="""" target=""_blank"">(UBSG.S)</a>, as it seeks to build out its S…",neutral,0.17,0.82,0.01,neutral,0.22,0.77,0.01,True,English,,,2021-06-30,reuters.com,Deutsche Bank
Deutsche Bank,Bing API,https://www.investing.com/news/stock-market-news/deutsche-bank-hires-goldmans-jeffrey-wong-for-hk-banking-role-2551441,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role,"HONG KONG (Reuters) - Deutsche Bank (DE:DBKGn) has hired Jeffrey Wong from Goldman Sachs (NYSE:GS) to be the bank's head of Hong Kong investment banking coverage, according to a memo seen by Reuters. Wong spent more than a decade at Goldman Sachs where he ...","HONG KONG (Reuters) - Deutsche Bank (DE:DBKGn) has hired Jeffrey Wong from Goldman Sachs (NYSE:GS) to be the bank's head of Hong Kong investment banking coverage, according to a memo seen by Reuters. Wong spent more than a decade at Goldman Sachs where he ...",neutral,0.01,0.98,0.01,negative,0.12,0.39,0.49,True,English,,,2021-07-07,investing.com,Deutsche Bank
Deutsche Bank,Bing API,https://www.zawya.com/saudi-arabia/en/markets/story/A_pandemic_shock_turned_tailwind_Mike_Dolan-TR20210707nL5N2OH3NDX1/,A pandemic shock turned tailwind: Mike Dolan,"And Deutsche Bank too told clients that while it's difficult to be too bearish on credit this year, nervousness about central banks tapering support and historically expensive valuations may see debt spreads 'mildly' widening into yearend. But the overview ...","And Deutsche Bank too told clients that while it's difficult to be too bearish on credit this year, nervousness about central banks tapering support and historically expensive valuations may see debt spreads 'mildly' widening into yearend. But the overview ...",negative,0.0,0.01,0.99,negative,0.0,0.0,1.0,True,English,,,2021-07-07,zawya.com,Deutsche Bank
Deutsche Bank,Bing API,https://economictimes.indiatimes.com/industry/services/property-/-cstruction/jll-india-ropes-in-lata-pillai-to-lead-india-capital-markets-team/articleshow/84195909.cms,JLL India ropes in Lata Pillai to lead India Capital Markets team,"Prior to joining JLL, she worked at ICICI Bank, where she was instrumental in building its real estate finance desk. At Deutsche Bank, Lata was head of their Commercial Real Estate group. She has also worked with","Prior to joining JLL, she worked at ICICI Bank, where she was instrumental in building its real estate finance desk. At Deutsche Bank, Lata was head of their Commercial Real Estate group. She has also worked with",neutral,0.01,0.98,0.01,neutral,0.03,0.95,0.02,True,English,,,2021-07-07,economictimes.indiatimes.com,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role -,,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role -,neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role,,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role,neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,Deutsche Bank recognised as a “Top Market Maker” in China’s  BondMarkets by  BondConnect.,,Deutsche Bank recognised as a “Top Market Maker” in China’s  BondMarkets by  BondConnect.,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role $DB $TRTX,,Deutsche Bank hires Goldman's Jeffrey Wong for HK banking role $DB $TRTX,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,Deutsche Bank culls Dublin workforce  via Finextra,,Deutsche Bank culls Dublin workforce  via Finextra,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,"🇩🇪🇨🇭🇬🇧""Deutsche Bank is hiring Raoul Zehnder, a Swiss banker specialized in ultra-rich clients...and part of his U…",,"🇩🇪🇨🇭🇬🇧""Deutsche Bank is hiring Raoul Zehnder, a Swiss banker specialized in ultra-rich clients...and part of his U…",neutral,0.1,0.9,0.0,neutral,0.1,0.9,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,1st Circuit Bankruptcy Appellate Panel Decision – Correia v. Deutsche Bank National Trust Company,,1st Circuit Bankruptcy Appellate Panel Decision – Correia v. Deutsche Bank National Trust Company,neutral,0.24,0.75,0.01,neutral,0.24,0.75,0.01,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,"HSBC, KPMG, and Deutsche Bank reveal ‘hybrid’ plan for workers return to Birmingham city centre offices - Birmingha…",,"HSBC, KPMG, and Deutsche Bank reveal ‘hybrid’ plan for workers return to Birmingham city centre offices - Birmingha…",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,saradannerdukic Former Supreme Court Judge Kennedy retired and his son became an executive with Deutsche Bank. Bre…,,saradannerdukic Former Supreme Court Judge Kennedy retired and his son became an executive with Deutsche Bank. Bre…,neutral,0.13,0.81,0.06,neutral,0.13,0.81,0.06,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,"Design-Build for Deutsche Bank, achieved in a less than ‘normal’ timespan! JTCPLDesigns_HTSInteriors   Design…",,"Design-Build for Deutsche Bank, achieved in a less than ‘normal’ timespan! JTCPLDesigns_HTSInteriors   Design…",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,Deutsche Bank culls Dublin workforce  via Finextra  fs,,Deutsche Bank culls Dublin workforce  via Finextra  fs,neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,"Emirates, the Dubai-based carrier, is embracing a real-time payments system designed by Deutsche Bank in an effort…",,"Emirates, the Dubai-based carrier, is embracing a real-time payments system designed by Deutsche Bank in an effort…",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-07,Unknown,Deutsche Bank
Deutsche Bank,Twitter API,Twitter,"that wrote to 63 banks, including JPMorgan Chase &amp; Co., Deutsche Bank AG and Standard Chartered Plc, to take severa…",,"that wrote to 63 banks, including JPMorgan Chase &amp; Co., Deutsche Bank AG and Standard Chartered Plc, to take severa…",neutral,0.03,0.95,0.02,neutral,0.03,0.95,0.02,True,English,,,2021-07-07,Unknown,Deutsche Bank
ICE Clear Europe,Google API,https://www.bandt.com.au/caroline-silver-joins-adobe-international-advisory-board/,Caroline Silver Joins Adobe International Advisory Board,"... Inc. where she is also director of the board of directors at its subsidiary, ICE Clear Europe. Paul Robson, President International, Adobe commented: “Today's ...","... Inc. where she is also director of the board of directors at its subsidiary, ICE Clear Europe. Paul Robson, President International, Adobe commented: “Today's ...",neutral,0.0,1.0,0.0,neutral,0.03,0.96,0.01,True,English,"['Adobe International Advisory Board', 'Inc.', 'ICE Clear Europe', 'Adobe']","['Adobe International Advisory Board', 'Caroline Silver', 'ICE Clear Europe', 'Paul Robson', 'President International', 'Inc.', 'director', 'board', 'subsidiary', 'Adobe', 'Today']",2021-07-06,bandt.com.au,ICE Clear Europe
ICE Clear Europe,Google API,https://cleantechnica.com/2021/07/02/renault-is-still-in-denial-about-the-ev-transition/,Renault Is Still In Denial About The EV Transition,"There was a lot of ambition to be the best and greenest in Europe, but the ... When talking about Renault, it was not always clear when the industrial Groupe ... other rules apply than for the legacy ICE vehicle at the end of its development cycle.","There was a lot of ambition to be the best and greenest in Europe, but the ... When talking about Renault, it was not always clear when the industrial Groupe ... other rules apply than for the legacy ICE vehicle at the end of its development cycle.",negative,0.0,0.07,0.93,positive,0.96,0.0,0.04,True,English,"['Renault', 'Renault']","['EV Transition', 'Renault', 'Denial', 'The', 'legacy ICE vehicle', 'industrial Groupe', 'other rules', 'development cycle', 'lot', 'ambition', 'Europe', 'Renault', 'end']",2021-07-03,cleantechnica.com,ICE Clear Europe
ICE Clear Europe,Google API,https://www.zigwheels.com/news-features/news/volkswagen-set-to-sell-only-electric-vehicles-in-europe-by-2035/42555/,Volkswagen Set To Sell Only Electric Vehicles In Europe By 2035,"... it will also say goodbye to ICE models in Europe by 2035. VW Sales Director Klaus Zellmer stated in the report, “We have set very clear goals and milestones.","... it will also say goodbye to ICE models in Europe by 2035. VW Sales Director Klaus Zellmer stated in the report, “We have set very clear goals and milestones.",neutral,0.0,0.99,0.01,neutral,0.12,0.87,0.01,True,English,"['Volkswagen', 'ICE', 'VW']","['Electric Vehicles', 'Volkswagen', 'Europe', 'VW Sales Director Klaus Zellmer', 'ICE models', 'clear goals', 'goodbye', 'Europe', 'report', 'milestones']",2021-07-02,zigwheels.com,ICE Clear Europe
ICE Clear Europe,Google API,https://www.hindustantimes.com/india-news/arctic-sea-ice-loss-triggering-extreme-sept-rains-in-india-study-101625596816457.html,Arctic sea ice loss triggering extreme Sept rains in India: Study,"Summer sea ice loss in the Kara Sea region of the Arctic may be triggering ... have proposed that it may be causing a high-pressure area over Northwest Europe. ... While the causative mechanisms are not that clear, there is one factor that is ...","Summer sea ice loss in the Kara Sea region of the Arctic may be triggering ... have proposed that it may be causing a high-pressure area over Northwest Europe. ... While the causative mechanisms are not that clear, there is one factor that is ...",neutral,0.01,0.58,0.41,neutral,0.02,0.83,0.15,True,English,[],"['Arctic sea ice loss', 'Sept rains', 'extreme', 'India', 'Study', 'Summer sea ice loss', 'Kara Sea region', 'high-pressure area', 'Northwest Europe', 'causative mechanisms', 'one factor', 'Arctic']",2021-07-06,hindustantimes.com,ICE Clear Europe
ICE Clear Europe,Google API,https://seekingalpha.com/article/4437395-daimler-truck-spinoff-volvo-group-ice-out-bev-hydrogen-in,"Daimler Truck Spinoff And Volvo Group: ICE Out, BEV (And Hydrogen?) In",Various plans for hydrogen corridor in Europe to field test heavy truck FCEV. ... clear that there is a deep commitment to exit from ICE and go electric via BEV.,Various plans for hydrogen corridor in Europe to field test heavy truck FCEV. ... clear that there is a deep commitment to exit from ICE and go electric via BEV.,neutral,0.05,0.92,0.03,negative,0.0,0.03,0.97,True,English,"['Daimler Truck', 'Volvo Group', 'ICE', 'BEV', 'Hydrogen', 'ICE']","['Daimler Truck Spinoff', 'Volvo Group', 'BEV', 'Hydrogen', 'heavy truck FCEV', 'Various plans', 'hydrogen corridor', 'deep commitment', 'Europe', 'field', 'ICE', 'BEV']",2021-07-02,seekingalpha.com,ICE Clear Europe
ICE Clear Europe,Google API,https://www.carscoops.com/2021/06/flying-cars-here-by-2030-says-hyundais-europe-chief/,Flying Cars Here By 2030 Says Hyundai’s Europe Chief,"Still think that carmakers committing to ditch ICE engines by 2030 is radical ... is going to sprout a set of wings, we should probably clear a couple of things up.","Still think that carmakers committing to ditch ICE engines by 2030 is radical ... is going to sprout a set of wings, we should probably clear a couple of things up.",neutral,0.01,0.98,0.01,neutral,0.03,0.93,0.04,True,English,['Hyundai'],"['Flying Cars', 'Hyundai', 'Europe', 'Chief', 'ICE engines', 'carmakers', 'set', 'wings', 'couple', 'things']",2021-07-01,carscoops.com,ICE Clear Europe
ICE Clear Europe,Google API,https://www.theneweuropean.co.uk/brexit-news/the-languages-of-greenland-8078514,Greenland: the language that got frozen out,"PETER TRUDGILL on the European language that lingered on Greenland, and ... But it is also undoubtedly true that, as the Little Ice Age approached, the ... that some of the settlers starved, and that others were killed – it is not clear who by.","PETER TRUDGILL on the European language that lingered on Greenland, and ... But it is also undoubtedly true that, as the Little Ice Age approached, the ... that some of the settlers starved, and that others were killed – it is not clear who by.",neutral,0.03,0.65,0.32,negative,0.0,0.0,1.0,True,English,[],"['Greenland', 'language', 'Little Ice Age', 'PETER TRUDGILL', 'European language', 'Greenland', 'settlers', 'others']",2021-07-03,theneweuropean.co.uk,ICE Clear Europe
ICE Clear Europe,Google API,https://www.khaleejtimes.com/opinion-editorial/as-europes-tourism-reopens-is-it-time-to-keep-it-slow,"As Europe’s tourism reopens, is it time to keep it slow?","Perhaps the only clear view is that much remains murky about Europe's tourist ... “We in Germany and the EU are skating on thin ice,” she said in what will be ...","Perhaps the only clear view is that much remains murky about Europe's tourist ... “We in Germany and the EU are skating on thin ice,” she said in what will be ...",negative,0.01,0.43,0.56,negative,0.02,0.36,0.62,True,English,['EU'],"['Europe', 'tourism', 'time', 'clear view', 'thin ice', 'Europe', 'tourist', 'Germany']",2021-07-01,khaleejtimes.com,ICE Clear Europe
ICE Clear Europe,PyNews API,https://www.forbes.com/sites/gusalexiou/2021/06/30/voiceitt-app-for-atypical-speech---a-triumph-in-disability-co-design/,Voiceitt App For Atypical Speech — A Triumph In Disability Co-Design,"Voiceitt, a new app that can interpret the atypical speech of individuals with communication difficulties, represents a true victory for user-centered co-design. Working alongside disability organizations across the world, Voiceitt is a technology built not j…","Voiceitt, a new app that can interpret the atypical speech of individuals with communication difficulties, represents a true victory for user-centered co-design. Working alongside disability organizations across the world, Voiceitt is a technology built not j…",neutral,0.41,0.47,0.12,neutral,0.09,0.79,0.12,True,English,"['Voiceitt', 'Voiceitt']","['Voiceitt App', 'Atypical Speech', 'A Triumph', 'Disability', 'new app', 'atypical speech', 'communication difficulties', 'true victory', 'disability organizations', 'Voiceitt', 'individuals', 'user-centered', 'design', 'world', 'technology']",2021-07-02,forbes.com,ICE Clear Europe
ICE Clear Europe,Bing API,https://www.hindustantimes.com/india-news/arctic-sea-ice-loss-triggering-extreme-sept-rains-in-india-study-101625612783763.html,Arctic sea ice loss triggering extreme Sept rains in India: Study,"Summer sea ice loss in the Kara Sea region of the Arctic may be triggering extreme monsoon rainfall events in central India in the month of September, a new paper has suggested","Summer sea ice loss in the Kara Sea region of the Arctic may be triggering extreme monsoon rainfall events in central India in the month of September, a new paper has suggested",neutral,0.01,0.58,0.41,neutral,0.0,0.58,0.42,True,English,[],"['Arctic sea ice loss', 'Sept rains', 'extreme', 'India', 'Study', 'extreme monsoon rainfall events', 'Summer sea ice loss', 'Kara Sea region', 'central India', 'new paper', 'Arctic', 'month', 'September']",2021-07-06,hindustantimes.com,ICE Clear Europe
