Searchword,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source
Euroclear,Bing API,https://cbonds.com/news/1424533/,b'New bond issue: Adani Ports and Special Economic Zone issued international bonds (USY00130YV37) with a 3.828% coupon maturing in 2032',"b'Adani Ports and Special Economic Zone issued international bonds (USY00130YV37) with a 3.828% maturing in 2032. Bonds were sold at a price of 100%. Depository: Clearstream Banking S.A., Euroclear Bank Bookrunner: Axis Bank,'","b'Adani Ports and Special Economic Zone issued international bonds (USY00130YV37) with a 3.828% maturing in 2032. Bonds were sold at a price of 100%. Depository: Clearstream Banking S.A., Euroclear Bank Bookrunner: Axis Bank,'",neutral,0.0,0.97,0.03,neutral,0.0,0.99,0.01,True,English,"['Adani Ports and Special Economic Zone', 'Adani Ports and Special Economic Zone', 'Clearstream Banking S.A.', 'Euroclear Bank', 'Axis Bank']","['New bond issue', 'Special Economic Zone', 'Adani Ports', 'international bonds', '3.828% coupon', 'Clearstream Banking S.A.', 'Special Economic Zone', 'Euroclear Bank Bookrunner', 'Axis Bank', 'Adani Ports', 'international bonds', 'USY00130YV37', '3.828% maturing', 'price', 'Depository']",2021-07-29,cbonds.com
Euroclear,Twitter API,Twitter,b'MULTI STEP PROGRAM FREE EUROCLEAR DELIVERY :$100M-$5B ASSET TYPE: Medium Term  Note MTN DURATION: 12 Months by Euro\xe2\x80\xa6',b'nan',b'MULTI STEP PROGRAM FREE EUROCLEAR DELIVERY :$100M-$5B ASSET TYPE: Medium Term  Note MTN DURATION: 12 Months by Euro\xe2\x80\xa6',neutral,0.06,0.94,0.0,neutral,0.06,0.94,0.0,True,English,[],"['Medium Term  Note MTN DURATION', 'MULTI STEP PROGRAM', '5B ASSET TYPE', 'EUROCLEAR DELIVERY', '12 Months', 'Medium Term  Note MTN DURATION', 'MULTI STEP PROGRAM', '5B ASSET TYPE', 'EUROCLEAR DELIVERY', '12 Months']",2021-08-01,Unknown
Euroclear,Twitter API,Twitter,"b""Beyond the rumors: Amazon's likely direction in crypto  AAA Websites Euroclear,Fintech   regtech""",b'nan',"b""Beyond the rumors: Amazon's likely direction in crypto  AAA Websites Euroclear,Fintech   regtech""",neutral,0.0,0.96,0.04,neutral,0.0,0.96,0.04,True,English,"['Amazon', 'Fintech', 'Amazon', 'Fintech']","['crypto  AAA Websites Euroclear', 'Fintech   regtech', 'rumors', 'Amazon', 'direction', 'crypto  AAA Websites Euroclear', 'Fintech   regtech', 'rumors', 'Amazon', 'direction']",2021-07-30,Unknown
Euroclear,Twitter API,Twitter,"b'Major Indian banks join trade finance blockchain project IBBIC  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Major Indian banks join trade finance blockchain project IBBIC  AAA Websites Euroclear,Fintech   regtech'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['IBBIC', 'Euroclear', 'Fintech', 'regtech', 'IBBIC', 'Euroclear', 'Fintech', 'regtech']","['trade finance blockchain project', 'IBBIC  AAA Websites Euroclear', 'Major Indian banks', 'Fintech   regtech', 'trade finance blockchain project', 'IBBIC  AAA Websites Euroclear', 'Major Indian banks', 'Fintech   regtech']",2021-07-30,Unknown
Euroclear,Twitter API,Twitter,"b'Nymbus signs Plaid partnership deal to boost client onboarding  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Nymbus signs Plaid partnership deal to boost client onboarding  AAA Websites Euroclear,Fintech   regtech'",neutral,0.3,0.7,0.0,neutral,0.3,0.7,0.0,True,English,"['Nymbus', 'AAA', 'Euroclear', 'Fintech', 'regtech', 'Nymbus', 'AAA', 'Euroclear', 'Fintech', 'regtech']","['Plaid partnership deal', 'AAA Websites Euroclear', 'Fintech   regtech', 'Nymbus', 'client', 'Plaid partnership deal', 'AAA Websites Euroclear', 'Fintech   regtech', 'Nymbus', 'client']",2021-07-30,Unknown
Euroclear,Twitter API,Twitter,"b'Landis secures $165m raise to help Americans become homeowners  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Landis secures $165m raise to help Americans become homeowners  AAA Websites Euroclear,Fintech   regtech'",neutral,0.19,0.81,0.0,neutral,0.19,0.81,0.0,True,English,"['Landis', 'AAA', 'Euroclear', 'Fintech', 'regtech', 'Landis', 'AAA', 'Euroclear', 'Fintech', 'regtech']","['homeowners  AAA Websites Euroclear', 'Fintech   regtech', 'Landis', 'Americans', 'homeowners  AAA Websites Euroclear', 'Fintech   regtech', 'Landis', 'Americans']",2021-07-30,Unknown
Euroclear,Twitter API,Twitter,"b'Alt Lending week ending 30th July 2021  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Alt Lending week ending 30th July 2021  AAA Websites Euroclear,Fintech   regtech'",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['Euroclear', 'Fintech', 'regtech', 'Euroclear', 'Fintech', 'regtech']","['Alt Lending week', 'AAA Websites Euroclear', '30th July', 'Fintech   regtech', 'Alt Lending week', 'AAA Websites Euroclear', '30th July', 'Fintech   regtech']",2021-07-30,Unknown
Euroclear,Twitter API,Twitter,"b'New York regulator will collect, publish diversity data from banks  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'New York regulator will collect, publish diversity data from banks  AAA Websites Euroclear,Fintech   regtech'",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,"['AAA', 'Euroclear', 'Fintech', 'regtech', 'AAA', 'Euroclear', 'Fintech', 'regtech']","['New York regulator', 'AAA Websites Euroclear', 'diversity data', 'Fintech   regtech', 'banks', 'New York regulator', 'AAA Websites Euroclear', 'diversity data', 'Fintech   regtech', 'banks']",2021-07-29,Unknown
Euroclear,Twitter API,Twitter,"b'Zelle becoming linchpin in faster payments as its traffic grows  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Zelle becoming linchpin in faster payments as its traffic grows  AAA Websites Euroclear,Fintech   regtech'",neutral,0.39,0.57,0.04,neutral,0.39,0.57,0.04,True,English,"['Zelle', 'Euroclear', 'Fintech', 'regtech', 'Zelle', 'Euroclear', 'Fintech', 'regtech']","['AAA Websites Euroclear', 'faster payments', 'Fintech   regtech', 'Zelle', 'traffic', 'AAA Websites Euroclear', 'faster payments', 'Fintech   regtech', 'Zelle', 'traffic']",2021-07-29,Unknown
Euroclear,Twitter API,Twitter,"b'Mastercard fleshes out its crypto strategy  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'Mastercard fleshes out its crypto strategy  AAA Websites Euroclear,Fintech   regtech'",neutral,0.0,0.99,0.01,neutral,0.0,0.99,0.01,True,English,"['Mastercard', 'Fintech', 'regtech', 'Mastercard', 'Fintech', 'regtech']","['AAA Websites Euroclear', 'crypto strategy', 'Fintech   regtech', 'Mastercard', 'AAA Websites Euroclear', 'crypto strategy', 'Fintech   regtech', 'Mastercard']",2021-07-29,Unknown
Euroclear,Twitter API,Twitter,"b'LogicGate secures $113m in Series C funding round  AAA Websites Euroclear,Fintech   regtech'",b'nan',"b'LogicGate secures $113m in Series C funding round  AAA Websites Euroclear,Fintech   regtech'",neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,English,"['LogicGate', 'AAA', 'Euroclear', 'Fintech   regtech', 'LogicGate', 'AAA', 'Euroclear', 'Fintech   regtech']","['Series C funding', 'AAA Websites Euroclear', 'Fintech   regtech', 'LogicGate', 'Series C funding', 'AAA Websites Euroclear', 'Fintech   regtech', 'LogicGate']",2021-07-29,Unknown
Bank of New York Mellon,Google API,https://techcrunch.com/2021/07/27/crypto-infrastructure-provider-fireblocks-raises-310m-triples-valuation-to-2-2b-in-five-months/,"b'Crypto infra startup Fireblocks raises $310M, triples valuation to $2.2B'","b'The latter is the third global bank to invest in Fireblocks in addition to the Bank of New York (BNY) Mellon and SVB Capital. In February, the New ...'","b'The latter is the third global bank to invest in Fireblocks in addition to the Bank of New York (BNY) Mellon and SVB Capital. In February, the New ...'",neutral,0.0,0.99,0.01,neutral,0.02,0.97,0.01,True,English,,,2021-07-27,techcrunch.com
Bank of New York Mellon,Google API,https://www.bloombergquint.com/markets/bny-backed-crypto-platform-fireblocks-seals-its-unicorn-status,b'BNY-Backed Crypto Platform Fireblocks Seals Unicorn Status',"b""Bank of New York Mellon Corp. and SVB Capital are among Fireblocks' existing backers. The Fireblocks platform allows for usage of digital assets in areas like ...""","b""Bank of New York Mellon Corp. and SVB Capital are among Fireblocks' existing backers. The Fireblocks platform allows for usage of digital assets in areas like ...""",neutral,0.0,1.0,0.0,neutral,0.02,0.97,0.01,True,English,,,2021-07-27,bloombergquint.com
Bank of New York Mellon,Google API,https://finance.yahoo.com/news/why-bank-york-mellon-corporation-154503295.html,b'This is Why The Bank of New York Mellon Corporation (BK) is a Great Dividend Stock',"b""The Bank of New York Mellon Corporation's current payout ratio is 31%. This means it paid out 31% of its trailing 12-month EPS as dividend. Earnings growth ...""","b""The Bank of New York Mellon Corporation's current payout ratio is 31%. This means it paid out 31% of its trailing 12-month EPS as dividend. Earnings growth ...""",positive,0.99,0.01,0.0,neutral,0.09,0.86,0.05,True,English,,,2021-07-27,finance.yahoo.com
Bank of New York Mellon,Google API,https://www.investorsobserver.com/news/stock-update/bank-of-new-york-mellon-corp-bk-is-higher-by-5-74-in-a-week-should-you-sell,"b'Bank of New York Mellon Corp (BK) is higher by 5.74% in a Week, Should You Sell?'","b'Bank of New York Mellon Corp also received an overall rating of 69, putting it above 69% of all stocks. Asset Management is ranked 28 out of the 148 industries.'","b'Bank of New York Mellon Corp also received an overall rating of 69, putting it above 69% of all stocks. Asset Management is ranked 28 out of the 148 industries.'",neutral,0.01,0.97,0.02,neutral,0.05,0.88,0.07,True,English,,,2021-07-26,investorsobserver.com
Bank of New York Mellon,Google API,https://www.marketwatch.com/story/bank-of-new-york-mellon-corp-stock-outperforms-competitors-on-strong-trading-day-01627677642-264004997715,b'Bank of New York Mellon Corp. stock outperforms competitors on strong trading day',"b'Shares of Bank of New York Mellon Corp. BK, +0.06% inched 0.06% higher to $51.33 Friday, on what proved to be an all-around grim trading session for the stock ...'","b'Shares of Bank of New York Mellon Corp. BK, +0.06% inched 0.06% higher to $51.33 Friday, on what proved to be an all-around grim trading session for the stock ...'",neutral,0.11,0.88,0.01,neutral,0.01,0.62,0.37,True,English,,,2021-07-30,marketwatch.com
Bank of New York Mellon,Google API,https://www.marketscreener.com/quote/stock/BANK-OF-NEW-YORK-MELLON-C-11848/news/Bank-of-New-York-Mellon-SWIFT-launches-SWIFT-Go-a-fast-cost-effective-service-for-low-value-cros-36020337/,"b'Bank of New York Mellon : SWIFT launches SWIFT Go, a fast, cost-effective service for low-value cross-border payments'","b'Bank of New York Mellon : SWIFT launches SWIFT Go, a fast, cost-effective service for low-value cross-border payments. Link copied. 07/30/2021 | 08:46am ...'","b'Bank of New York Mellon : SWIFT launches SWIFT Go, a fast, cost-effective service for low-value cross-border payments. Link copied. 07/30/2021 | 08:46am ...'",neutral,0.02,0.98,0.0,neutral,0.01,0.97,0.02,True,English,,,2021-07-30,marketscreener.com
Bank of New York Mellon,Google API,https://cryptonews.com/news/swift-ups-competition-with-crypto-launches-fast-transparent-11220.htm,"b""SWIFT Ups Competition with Crypto, Launches 'Fast ...""","b'Global banking payments network SWIFT seems to be aiming to build itself ... low-value cross-border payments per year: BBVA, Bank of New York Mellon, ...'","b'Global banking payments network SWIFT seems to be aiming to build itself ... low-value cross-border payments per year: BBVA, Bank of New York Mellon, ...'",neutral,0.26,0.74,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-27,cryptonews.com
Bank of New York Mellon,PyNews API,https://cointelegraph.com/news/state-street-to-launch-crypto-services-for-private-funds-clients,b'State Street to launch crypto services for private funds clients',"b'State Street, the second-oldest operating bank in the United States, will launch a set of new crypto services to private funds clients in partnership with blockchain data provider Lukka.'","b'Major American financial services and bank holding company State Street Corporation is expanding its push into the cryptocurrency industry by launching new digital asset services.\rState Street, the \xe2\x80\xa6 [+2182 chars]'",neutral,0.02,0.97,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-27,cointelegraph.com
Bank of New York Mellon,PyNews API,https://www.businesswire.com/news/home/20210730005287/en/CORRECTING-and-REPLACING-Barclays-Bank-PLC-Announces-Extension-of-Concurrent-Exchange-Offer-and-Cash-Tender-Offer-and-Increase-of-Purchase-Price-for-Cash-Tender-Offer,b'CORRECTING and REPLACING Barclays Bank PLC Announces Extension of Concurrent Exchange Offer and Cash Tender Offer and Increase of Purchase Price for Cash Tender Offer',"b'NEW YORK--(BUSINESS WIRE)--Sixth paragraph, last sentence should read: ... for a total of 40,151 Old Notes. (instead of ... for a total of 503,000 Old Notes.) The updated release reads: BARCLAYS BANK PLC ANNOUNCES EXTENSION OF CONCURRENT EXCHANGE OFFER AND CA\xe2\x80\xa6'","b'NEW YORK--(BUSINESS WIRE)--Sixth paragraph, last sentence should read: ... for a total of 40,151 Old Notes. (instead of ... for a total of 503,000 Old Notes.) The updated release reads: BARCLAYS BANK PLC ANNOUNCES EXTENSION OF CONCURRENT EXCHANGE OFFER AND CA\xe2\x80\xa6'",neutral,0.03,0.97,0.0,neutral,0.02,0.82,0.16,True,English,,,2021-07-27,businesswire.com
Bank of New York Mellon,PyNews API,https://www.businesswire.com/news/home/20210730005287/en/Barclays-Bank-PLC-Announces-Extension-of-Concurrent-Exchange-Offer-and-Cash-Tender-Offer-and-Increase-of-Purchase-Price-for-Cash-Tender-Offer,b'Barclays Bank PLC Announces Extension of Concurrent Exchange Offer and Cash Tender Offer and Increase of Purchase Price for Cash Tender Offer',b'NEW YORK--(BUSINESS WIRE)--Barclays Bank PLC (\xe2\x80\x9cBarclays\xe2\x80\x9d) announced today that it has extended concurrently the expiration deadline of its previously announced: exchange offer (the \xe2\x80\x9cExchange Offer\xe2\x80\x9d) to exchange any and all of its iPath\xc2\xae S&P GSCI\xc2\xae Crude Oil To\xe2\x80\xa6',b'NEW YORK--(BUSINESS WIRE)--Barclays Bank PLC (\xe2\x80\x9cBarclays\xe2\x80\x9d) announced today that it has extended concurrently the expiration deadline of its previously announced: exchange offer (the \xe2\x80\x9cExchange Offer\xe2\x80\x9d) to exchange any and all of its iPath\xc2\xae S&P GSCI\xc2\xae Crude Oil To\xe2\x80\xa6',neutral,0.0,1.0,0.0,negative,0.0,0.38,0.62,True,English,,,2021-07-27,businesswire.com
Bank of New York Mellon,PyNews API,https://www.businesswire.com/news/home/20210730005136/en/Barclays-Bank-PLC-Announces-Extension-of-Cash-Tender-Offer-and-Consent-Solicitation,b'Barclays Bank PLC Announces Extension of Cash Tender Offer and Consent Solicitation',b'NEW YORK--(BUSINESS WIRE)--Barclays Bank PLC (the \xe2\x80\x9cIssuer\xe2\x80\x9d) announced today that it has extended the expiration date of its previously announced cash tender offer (the \xe2\x80\x9cOffer\xe2\x80\x9d) to purchase any and all of its iPath\xc2\xae Bloomberg Natural Gas Subindex Total Return\xe2\x84\xa0\xe2\x80\xa6',b'NEW YORK--(BUSINESS WIRE)--Barclays Bank PLC (the \xe2\x80\x9cIssuer\xe2\x80\x9d) announced today that it has extended the expiration date of its previously announced cash tender offer (the \xe2\x80\x9cOffer\xe2\x80\x9d) to purchase any and all of its iPath\xc2\xae Bloomberg Natural Gas Subindex Total Return\xe2\x84\xa0\xe2\x80\xa6',neutral,0.01,0.98,0.01,neutral,0.0,0.97,0.03,True,English,,,2021-07-27,businesswire.com
Bank of New York Mellon,Bing API,https://www.msn.com/en-gb/money/other/stop-moaning-about-hours-city-chief-tells-junior-bankers-on-70000-young-mothers-work-just-as-hard-rages-xavier-rolet-who-rose-from-sink-estate/ar-AAMNj1e,"b'Stop moaning about hours, City chief tells junior bankers on \xc2\xa370,000: Young mothers work just as hard, rages Xavier Rolet - who rose from sink estate'","b""Rolet, former boss of the Stock Exchange, who built his career in banking, said graduates had no right to complain about working 80 hours a week because 'that's the business' and 'no one is coercing them'.""","b""Rolet, former boss of the Stock Exchange, who built his career in banking, said graduates had no right to complain about working 80 hours a week because 'that's the business' and 'no one is coercing them'.""",negative,0.0,0.02,0.98,negative,0.0,0.01,0.99,True,English,,,2021-07-31,msn.com
Bank of New York Mellon,Twitter API,Twitter,"b'During my internship at The Bank of New York Mellon Corporation last summer, I handled DESERTEC'",b'nan',"b'During my internship at The Bank of New York Mellon Corporation last summer, I handled DESERTEC'",neutral,0.02,0.97,0.01,neutral,0.02,0.97,0.01,True,English,,,2021-08-01,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'Bank of New York Mellon Corp (BK.N) on Wednesday said it paid the U.S. Treasury Department $136 million to redeem w\xe2\x80\xa6',b'nan',b'Bank of New York Mellon Corp (BK.N) on Wednesday said it paid the U.S. Treasury Department $136 million to redeem w\xe2\x80\xa6',neutral,0.02,0.81,0.17,neutral,0.02,0.81,0.17,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,"b'Bank of New York Mellon immediately began the work of providing custodial, accounting, auction management and other\xe2\x80\xa6'",b'nan',"b'Bank of New York Mellon immediately began the work of providing custodial, accounting, auction management and other\xe2\x80\xa6'",neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'Bank of New York Mellon was chosen from 70 competitors to act as custodian of the $700 billion government fund to b\xe2\x80\xa6',b'nan',b'Bank of New York Mellon was chosen from 70 competitors to act as custodian of the $700 billion government fund to b\xe2\x80\xa6',neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,"b'The Bank of New York Mellon Trust Company, Detroit Trust Office Branch Limited Service Trust Office'",b'nan',"b'The Bank of New York Mellon Trust Company, Detroit Trust Office Branch Limited Service Trust Office'",neutral,0.37,0.63,0.0,neutral,0.37,0.63,0.0,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'TOP 10 BUYS LAST ( Q2 2021 )  - Facebook Inc. - ViacomCBS Inc. - Alibaba Group Holdings - Fiserv Inc. - Bank o\xe2\x80\xa6',b'nan',b'TOP 10 BUYS LAST ( Q2 2021 )  - Facebook Inc. - ViacomCBS Inc. - Alibaba Group Holdings - Fiserv Inc. - Bank o\xe2\x80\xa6',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'Stock: $BK - Bank of New York Mellon*** NEWS ***Bank Of New York Mellon BK Proactive Strategies - Stock Traders D\xe2\x80\xa6',b'nan',b'Stock: $BK - Bank of New York Mellon*** NEWS ***Bank Of New York Mellon BK Proactive Strategies - Stock Traders D\xe2\x80\xa6',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'Bank Of New York Mellon BK Proactive Strategies: Stock Traders Daily has produced this trading report using a propr\xe2\x80\xa6',b'nan',b'Bank Of New York Mellon BK Proactive Strategies: Stock Traders Daily has produced this trading report using a propr\xe2\x80\xa6',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'$BK | Bank Of New York Mellon $BK Proactive Strategies (BK)',b'nan',b'$BK | Bank Of New York Mellon $BK Proactive Strategies (BK)',neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-30,Unknown
Bank of New York Mellon,Twitter API,Twitter,b'THE BANK OF NEW YORK MELLON CORPORATION. VOTE!',b'nan',b'THE BANK OF NEW YORK MELLON CORPORATION. VOTE!',neutral,0.17,0.8,0.03,neutral,0.17,0.8,0.03,True,English,,,2021-07-30,Unknown
