Searchword,Searchword_ID,API,URL,Date,Title,Summary,Article,Topics,Verified,Language,Source,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,NER,key
BNP Paribas,1,PyNews API,https://www.jornaldenegocios.pt/multimedia/negocios-tv/detalhe/bnp-paribas-sustainable-finance--noticia-negocios,2021-06-01,BNP Paribas Sustainable Finance | Noticia Negócios,"A segunda talk da série SustainableFinance com Carolina F Silva, Head of Sustainable Finance Markets no BNP Paribas CIB e Francisco Moreira, Head of Corporate Coverage no BNP Paribas CIB.","A segunda talk da série SustainableFinance com Carolina F Silva, Head of Sustainable Finance Markets no BNP Paribas CIB e Francisco Moreira, Head of Corporate Coverage no BNP Paribas CIB.","['BNP Paribas Sustainable Finance', 'Noticia Negócios', 'Carolina F Silva', 'Sustainable Finance Markets', 'BNP Paribas CIB', 'segunda talk', 'série', 'Francisco Moreira', 'Corporate Coverage', 'SustainableFinance', 'Head']",True,English,jornaldenegocios.pt,neutral,0.02,0.98,0.0,neutral,0.0,1.0,0.0,"['BNP Paribas Sustainable Finance', 'BNP Paribas CIB', 'BNP Paribas CIB']",LCH SA
BNP Paribas,1,PyNews API,https://www.jornaldenegocios.pt/multimedia/negocios-tv/detalhe/20210602-1835-bnp-paribas-sustainable-finance--noticia-negocios,2021-06-02,BNP Paribas Sustainable Finance | Noticia Negócios,"A segunda talk da série SustainableFinance com Catarina F Silva, Head of Sustainable Finance Markets no BNP Paribas CIB e Francisco Moreira, Head of Corporate Coverage no BNP Paribas CIB.","A segunda talk da série SustainableFinance com Catarina F Silva, Head of Sustainable Finance Markets no BNP Paribas CIB e Francisco Moreira, Head of Corporate Coverage no BNP Paribas CIB.","['BNP Paribas Sustainable Finance', 'Noticia Negócios', 'Catarina F Silva', 'Sustainable Finance Markets', 'BNP Paribas CIB', 'segunda talk', 'série', 'Francisco Moreira', 'Corporate Coverage', 'SustainableFinance', 'Head']",True,English,jornaldenegocios.pt,neutral,0.02,0.98,0.0,neutral,0.0,1.0,0.0,"['BNP Paribas Sustainable Finance', 'BNP Paribas CIB', 'BNP Paribas CIB']",LCH SA
BNP Paribas,1,PyNews API,https://www.businesswire.com/news/home/20210602005709/en/SES-Statement-of-transactions-in-own-shares-from-May-24-2021-to-May-28-2021,2021-06-02,"SES: Statement of transactions in own shares from May 24, 2021 to May 28, 2021","LUXEMBOURG--(BUSINESS WIRE)--  Statement of transactions in own shares from May 24, 2021 to May 28, 2021 EXANE BNP PARIBAS   Aggregated presentation by day and by market   Name of issuer Identification code of issuer (Legal Entity Identifier) Day of transacti…","LUXEMBOURG--(BUSINESS WIRE)-- 
<table><tr><td>Statement of transactions in own shares from May 24, 2021 to May 28, 2021</td><td>EXANE BNP PARIBAS</td></tr><tr><td></td><td></td><td></td><td></td><td… [+520002 chars]","['SES', 'Statement', 'transactions', 'shares', 'May', 'EXANE BNP PARIBAS', 'BUSINESS WIRE', 'LUXEMBOURG', 'Statement', 'transactions', 'shares', 'May', '520002 chars']",True,English,businesswire.com,neutral,0.0,0.99,0.01,neutral,0.0,0.95,0.05,"['BUSINESS WIRE', 'EXANE BNP PARIBAS']",LCH SA
BNP Paribas,1,Bing API,https://investchronicle.com/2021/06/07/gear-up-for-the-change-the-mosaic-company-mos-has-hit-the-volume-of-9877492/,2021-06-07T12:22:00.0000000Z,Gear up for the change! The Mosaic Company (MOS) has hit the volume of 9877492,"Vice President Global Strategic Marketing will be participating in a fireside chat as part of the Exane BNP Paribas 23rd European Virtual Conference on Monday, June 7, 2021 at 11:00am ET. You can read further details here 5 Stocks Under $10 That Are Poised ...","Vice President Global Strategic Marketing will be participating in a fireside chat as part of the Exane BNP Paribas 23rd European Virtual Conference on Monday, June 7, 2021 at 11:00am ET. You can read further details here 5 Stocks Under $10 That Are Poised ...","['The Mosaic Company', 'change', 'volume', 'Exane BNP Paribas 23rd European Virtual Conference', 'Vice President Global Strategic Marketing', 'fireside chat', 'part', 'Monday', 'June', '11:00am', 'details', '5 Stocks']",True,English,investchronicle.com,neutral,0.2,0.79,0.01,neutral,0.0,0.99,0.01,"['Mosaic Company', 'MOS', 'Exane BNP Paribas']",LCH SA
BNP Paribas,1,Bing API,https://www.assetservicingtimes.com/assetservicesnews/industryarticle.php?article_id=11910&navigationaction=industrynews&newssection=industry,2021-06-07T10:50:00.0000000Z,BNP Paribas boosts assets under depositary in Spain with Banco Sabadel acquisition,"BNP Paribas Securities Services has acquired the depositary banking business from Banco Sabadell, Spain’s fourth-largest banking group. The completion of the acquisition follows the agreement signed in April as part of BNP Paribas’ strategy to develop its network in targeted markets in Europe and globally.","BNP Paribas Securities Services has acquired the depositary banking business from Banco Sabadell, Spain’s fourth-largest banking group. The completion of the acquisition follows the agreement signed in April as part of BNP Paribas’ strategy to develop its network in targeted markets in Europe and globally.","['Banco Sabadel acquisition', 'BNP Paribas', 'assets', 'depositary', 'Spain', 'BNP Paribas Securities Services', 'BNP Paribas’ strategy', 'depositary banking business', 'fourth-largest banking group', 'Banco Sabadell', 'Spain', 'completion', 'acquisition', 'agreement', 'April', 'part', 'network', 'targeted', 'markets', 'Europe']",True,English,assetservicingtimes.com,positive,0.56,0.43,0.01,neutral,0.0,1.0,0.0,"['BNP Paribas', 'Banco Sabadel', 'BNP Paribas Securities Services', 'Banco Sabadell', 'BNP Paribas']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 11:38:19,"BNPParibas Hi, may I ask a question there are someone asking me a personal loan and she says that she is one of BN… ",,"BNPParibas Hi, may I ask a question there are someone asking me a personal loan and she says that she is one of BN… ","['personal loan', 'BNPParibas', 'question', 'someone', 'personal loan', 'BNPParibas', 'question', 'someone']",True,English,Twitter,neutral,0.01,0.98,0.01,neutral,0.01,0.98,0.01,"['BNPParibas', 'BN', 'BNPParibas', 'BN']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 10:45:00,🚀NEW LAUNCH🚀Fund house BNPPAM_COM expands green efforts with ecosystem-focused fund for duo currently overseeing… ,,🚀NEW LAUNCH🚀Fund house BNPPAM_COM expands green efforts with ecosystem-focused fund for duo currently overseeing… ,"['Fund house BNPPAM_COM', 'ecosystem-focused fund', 'NEW LAUNCH', 'green efforts', 'duo', 'Fund house BNPPAM_COM', 'ecosystem-focused fund', 'NEW LAUNCH', 'green efforts', 'duo']",True,English,Twitter,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,"['BNPPAM_COM', 'BNPPAM_COM']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 09:40:38,BNP Paribas Asset Management launches fund focused on ecosystem and natural capital restoration and protection… ,,BNP Paribas Asset Management launches fund focused on ecosystem and natural capital restoration and protection… ,"['BNP Paribas Asset Management', 'natural capital restoration', 'fund', 'ecosystem', 'protection', 'BNP Paribas Asset Management', 'natural capital restoration', 'fund', 'ecosystem', 'protection']",True,English,Twitter,neutral,0.1,0.9,0.0,neutral,0.1,0.9,0.0,"['BNP Paribas Asset Management', 'BNP Paribas Asset Management']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 07:43:46,BNP Paribas (BNPPAM_COM) launches Ecosystem Restoration fund. Read more here,,BNP Paribas (BNPPAM_COM) launches Ecosystem Restoration fund. Read more here,"['Ecosystem Restoration fund', 'BNP Paribas', 'BNPPAM_COM', 'Ecosystem Restoration fund', 'BNP Paribas', 'BNPPAM_COM']",True,English,Twitter,positive,0.65,0.29,0.06,positive,0.65,0.29,0.06,"['BNP Paribas', 'BNP Paribas']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 06:03:43,"'Indian market trading at lofty valuation Vs historic values. Would be cautious at these levels,' BNP Paribas' - Ma… ",,"'Indian market trading at lofty valuation Vs historic values. Would be cautious at these levels,' BNP Paribas' - Ma… ","['Indian market trading', 'lofty valuation Vs', 'historic values', 'BNP Paribas', 'levels', 'Indian market trading', 'lofty valuation Vs', 'historic values', 'BNP Paribas', 'levels']",True,English,Twitter,neutral,0.04,0.75,0.21,neutral,0.04,0.75,0.21,"['BNP Paribas', 'BNP Paribas']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 05:57:39,ChangeNOW: BNP Paribas at the heart of a global event dedicated to the sustainable world of tomorrow - ⁦BNPParibas… ,,ChangeNOW: BNP Paribas at the heart of a global event dedicated to the sustainable world of tomorrow - ⁦BNPParibas… ,"['BNP Paribas', 'global event', 'sustainable world', 'ChangeNOW', 'heart', 'tomorrow', 'BNPParibas', 'BNP Paribas', 'global event', 'sustainable world', 'ChangeNOW', 'heart', 'tomorrow', 'BNPParibas']",True,English,Twitter,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,"['BNP Paribas', 'BNPParibas', 'BNP Paribas', 'BNPParibas']",LCH SA
BNP Paribas,1,Twitter,Twitter,2021-06-07 04:17:35," OnCNBCTV18 | 'Indian market trading at lofty valuation Vs historic values. Would be cautious at these levels,' BNP… ",," OnCNBCTV18 | 'Indian market trading at lofty valuation Vs historic values. Would be cautious at these levels,' BNP… ","['Indian market trading', 'lofty valuation Vs', 'historic values', 'OnCNBCTV18', 'levels', 'BNP', 'Indian market trading', 'lofty valuation Vs', 'historic values', 'OnCNBCTV18', 'levels', 'BNP']",True,English,Twitter,neutral,0.05,0.8,0.15,neutral,0.05,0.8,0.15,"['OnCNBCTV18', 'BNP', 'OnCNBCTV18', 'BNP']",LCH SA
