Searchword,Searchword_ID,API,URL,Title,Summary,Article,Title_Sentiment,Title_Positive,Title_Neutral,Title_Negative,Article_Sentiment,Article_Positive,Article_Neutral,Article_Negative,Verified,Language,NER,Topics,Date,Source,key
Clearstream,1,Twitter,Twitter,Interesting move for the ICSDs by bankofengland embracing Clearstream EuroclearGroup et al,,Interesting move for the ICSDs by bankofengland embracing Clearstream EuroclearGroup et al,positive,0.93,0.07,0.0,positive,0.93,0.07,0.0,True,English,,,2021-07-03,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"42 Clearstream Court, McKee Avenue, Finglas.. ⇨ €225,000 | 2 Bed Apartment 705 ft² / 65.. |  |  dublin  finglas",,"42 Clearstream Court, McKee Avenue, Finglas.. ⇨ €225,000 | 2 Bed Apartment 705 ft² / 65.. |  |  dublin  finglas",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-01,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,Antennas Direct ClearStream 4MAX Indoor/Outdoor Multidirectional TV Antenna  ebay  electronic  electronics,,Antennas Direct ClearStream 4MAX Indoor/Outdoor Multidirectional TV Antenna  ebay  electronic  electronics,neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-07-01,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"NEW LISTING - 42 Clearstream Court, McKee Avenue, Finglas, Dublin 11€225,000 - 2Bed, 2Bath…",,"NEW LISTING - 42 Clearstream Court, McKee Avenue, Finglas, Dublin 11€225,000 - 2Bed, 2Bath…",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-06-30,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"❤️🏡🔥NEW LISTING🔥🏡❤️42 Clearstream Court, Finglas East, Dublin 112 Bed | 2 Bath | Apartment | Gated Development…",,"❤️🏡🔥NEW LISTING🔥🏡❤️42 Clearstream Court, Finglas East, Dublin 112 Bed | 2 Bath | Apartment | Gated Development…",neutral,0.0,1.0,0.0,neutral,0.0,1.0,0.0,True,English,,,2021-06-30,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,"What’s next? Today,  Clearstream’s Samuel Riley will discuss if the market is ready to benefit from  data as a true…",,"What’s next? Today,  Clearstream’s Samuel Riley will discuss if the market is ready to benefit from  data as a true…",positive,0.93,0.05,0.02,positive,0.93,0.05,0.02,True,English,,,2021-06-30,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,penn_david KDKA I think I had that one for a bit.  I settled on a Clearstream in my attic.  I went up there to fi…,,penn_david KDKA I think I had that one for a bit.  I settled on a Clearstream in my attic.  I went up there to fi…,neutral,0.02,0.97,0.01,neutral,0.02,0.97,0.01,True,English,,,2021-06-30,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,ZhangDanhong CLEARSTREAM,,ZhangDanhong CLEARSTREAM,neutral,0.01,0.99,0.0,neutral,0.01,0.99,0.0,True,(Unknown),,,2021-06-29,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,theyre also working on cdbc through clearstream,,theyre also working on cdbc through clearstream,neutral,0.02,0.97,0.01,neutral,0.02,0.97,0.01,True,English,,,2021-06-29,Unknown,Euroclear
Clearstream,1,Twitter,Twitter,Stop by our virtual  Clearstream booth for a fireside chat at 11:00 CET. Clearstream Holding CEO Philip Brown and M…,,Stop by our virtual  Clearstream booth for a fireside chat at 11:00 CET. Clearstream Holding CEO Philip Brown and M…,neutral,0.02,0.96,0.02,neutral,0.02,0.96,0.02,True,English,,,2021-06-29,Unknown,Euroclear
Deutsche Boerse,2,Google API,https://www.finews.com/news/english-news/46837-deutsche-boerse-crypto-finance-switzerland-digital-assets,Deutsche Boerse Buys Swiss Crypto Provider,"Deutsche Boerse Buys Swiss Crypto Provider ... The German exchange operator is splashing out several hundred million to buy Switzerland's Crypto Finance AG, ...","Deutsche Boerse Buys Swiss Crypto Provider ... The German exchange operator is splashing out several hundred million to buy Switzerland's Crypto Finance AG, ...",neutral,0.01,0.98,0.01,neutral,0.02,0.89,0.09,True,English,,,2021-06-29,finews.com,Euroclear
Deutsche Boerse,2,Google API,https://www.reuters.com/business/deutsche-boerse-buy-swiss-fintech-crypto-finance-2021-06-29/,Deutsche Boerse to buy Swiss fintech Crypto Finance,"FRANKFURT, June 29 (Reuters) - German stock exchange operator Deutsche Boerse (DB1Gn.DE) said on Tuesday that it was buying a two-thirds stake in ...","FRANKFURT, June 29 (Reuters) - German stock exchange operator Deutsche Boerse (DB1Gn.DE) said on Tuesday that it was buying a two-thirds stake in ...",neutral,0.14,0.81,0.05,neutral,0.0,0.99,0.01,True,English,,,2021-06-29,reuters.com,Euroclear
Deutsche Boerse,2,Google API,https://coingape.com/just-in-deutsche-boerse-buys-majority-stake-in-digital-asset-manager-crypto-finance-ag/,Just In: Deutsche Börse Buys Majority Stake in Digital Asset ...,Deutsche Borse has acquired a two-thirds stake in digital asset manager Crypto Finance AG. The German Exchange operator said the decision was taken with a ...,Deutsche Borse has acquired a two-thirds stake in digital asset manager Crypto Finance AG. The German Exchange operator said the decision was taken with a ...,neutral,0.05,0.92,0.03,neutral,0.0,0.99,0.01,True,English,,,2021-06-29,coingape.com,Euroclear
Deutsche Boerse,2,Google API,https://www.thetradenews.com/intraday-market-data-added-to-analytics-platform-at-deutsche-borse/,Intraday market data added to analytics platform at Deutsche ...,Deutsche Börse acquires majority stake in digital asset trading and brokerage firm. The acquisition of Crypto Finance AG will extend digital asset offering at ...,Deutsche Börse acquires majority stake in digital asset trading and brokerage firm. The acquisition of Crypto Finance AG will extend digital asset offering at ...,neutral,0.01,0.99,0.0,neutral,0.12,0.87,0.01,True,English,,,2021-06-29,thetradenews.com,Euroclear
Deutsche Boerse,2,Google API,https://www.thetradenews.com/deutsche-borse-rolls-out-real-time-fx-pricing-data-from-360t-platform/,Deutsche Börse rolls out real-time FX pricing data from 360T ...,"Real-time FX pricing data from Deutsche Börse's FX trading venue, 360T, will be rolled out to participants as part of plans to expand its data offering.","Real-time FX pricing data from Deutsche Börse's FX trading venue, 360T, will be rolled out to participants as part of plans to expand its data offering.",neutral,0.01,0.98,0.01,neutral,0.0,1.0,0.0,True,English,,,2021-07-01,thetradenews.com,Euroclear
Deutsche Boerse,2,Google API,https://www.ft.com/content/3e19b17f-4254-4c1b-a2ae-e7d5ae2e2a79,Deutsche Börse and TP ICAP join rush to entice crypto investors,"Deutsche Börse paid an undisclosed sum for a majority stake in digital asset management company Crypto Finance, which was launched in 2017 by former UBS ...","Deutsche Börse paid an undisclosed sum for a majority stake in digital asset management company Crypto Finance, which was launched in 2017 by former UBS ...",neutral,0.01,0.98,0.01,negative,0.01,0.28,0.71,True,English,,,2021-06-29,ft.com,Euroclear
Deutsche Boerse,2,Google API,https://www.globenewswire.com/news-release/2021/06/30/2255685/0/en/Purpose-Investments-Inc-Launches-Europe-s-First-Carbon-Offsetting-ETF-in-Partnership-with-HANetf.html,Purpose Investments Inc. Launches Europe's First Carbon ...,"The Fund, which is trading on the London Stock Exchange and the Deutsche Boerse under the ticker ZERO, is being made available through Purpose's ...","The Fund, which is trading on the London Stock Exchange and the Deutsche Boerse under the ticker ZERO, is being made available through Purpose's ...",neutral,0.01,0.99,0.0,neutral,0.0,0.97,0.03,True,English,,,2021-06-30,globenewswire.com,Euroclear
Deutsche Boerse,2,Google API,https://www.bollyinside.com/news/deutsche-borse-group-acquires-a-majority-stake-in-crypto-finance-ag,Deutsche Börse Group acquires a majority stake in Crypto ...,"Deutsche Börse will take a two-thirds majority shareholding in the business in exchange for an investment in “a moderate three-digit CHF million range,” ...","Deutsche Börse will take a two-thirds majority shareholding in the business in exchange for an investment in “a moderate three-digit CHF million range,” ...",neutral,0.01,0.98,0.01,neutral,0.0,1.0,0.0,True,English,,,2021-07-04,bollyinside.com,Euroclear
Deutsche Boerse,2,PyNews API,https://www.reuters.com/business/deutsche-boerse-buy-swiss-fintech-crypto-finance-2021-06-29/,Deutsche Boerse to buy Swiss fintech Crypto Finance - Reuters,German stock exchange operator Deutsche Boerse (DB1Gn.DE) said on Tuesday that it was buying a two-thirds stake in Swiss fintech Crypto Finance to expand its offering for digital assets.,"FRANKFURT, June 29 (Reuters) - German stock exchange operator Deutsche Boerse (DB1Gn.DE) said on Tuesday that it was buying a two-thirds stake in Swiss fintech Crypto Finance to expand its offering f… [+557 chars]",neutral,0.03,0.95,0.02,neutral,0.0,0.99,0.01,True,English,,,2021-06-29,reuters.com,Euroclear
Deutsche Boerse,2,PyNews API,https://cointelegraph.com/news/deutsche-boerse-acquires-majority-ownership-of-crypto-finance-ag,Deutsche Boerse acquires majority ownership of Crypto Finance AG,Deutsche Boerse has announced the acquisition of a two-thirds majority stake in Swiss digital asset brokerage and custody outfit Crypto Finance AG.,"Deutsche Boerse has acquired a majority stake in Crypto Finance AG a Swiss digital asset firm.According to a release issued on Tuesday, the German stock exchange operator has bought a two-thirds st… [+2280 chars]",neutral,0.02,0.97,0.01,neutral,0.15,0.83,0.02,True,English,,,2021-06-29,cointelegraph.com,Euroclear
Deutsche Boerse,2,Twitter,Twitter,You never know what the world is gonna show you / Life comes along📷 DBPFP21 Deutsche Börse Prize 2021🎟…,,You never know what the world is gonna show you / Life comes along📷 DBPFP21 Deutsche Börse Prize 2021🎟…,positive,0.7,0.28,0.02,positive,0.7,0.28,0.02,True,English,,,2021-07-03,Unknown,Euroclear
